CSD,Period,Vehicle_Type,Total_Vehicle_Registration_Count
Waskatenau,2020,Total Motorized Vehicles,978
Ma-Me-O Beach,2005,Total Motorized Vehicles,253
Ma-Me-O Beach,2006,Total Motorized Vehicles,258
Ma-Me-O Beach,2007,Total Motorized Vehicles,294
Ma-Me-O Beach,2008,Total Motorized Vehicles,276
Ma-Me-O Beach,2009,Total Motorized Vehicles,281
Ma-Me-O Beach,2010,Total Motorized Vehicles,281
Ma-Me-O Beach,2011,Total Motorized Vehicles,299
Ma-Me-O Beach,2012,Total Motorized Vehicles,317
Ma-Me-O Beach,2013,Total Motorized Vehicles,314
Ma-Me-O Beach,2014,Total Motorized Vehicles,318
Ma-Me-O Beach,2015,Total Motorized Vehicles,307
Ma-Me-O Beach,2016,Total Motorized Vehicles,274
Ma-Me-O Beach,2017,Total Motorized Vehicles,282
Ma-Me-O Beach,2018,Total Motorized Vehicles,269
Ma-Me-O Beach,2019,Total Motorized Vehicles,270
Ma-Me-O Beach,2020,Total Motorized Vehicles,280
Bon Accord,2005,Total Motorized Vehicles,1994
Bon Accord,2006,Total Motorized Vehicles,2014
Bon Accord,2007,Total Motorized Vehicles,2084
Bon Accord,2008,Total Motorized Vehicles,2113
Bon Accord,2009,Total Motorized Vehicles,2187
Bon Accord,2010,Total Motorized Vehicles,2187
Bon Accord,2011,Total Motorized Vehicles,2009
Bon Accord,2012,Total Motorized Vehicles,2004
Bon Accord,2013,Total Motorized Vehicles,2054
Bon Accord,2014,Total Motorized Vehicles,2103
Bon Accord,2015,Total Motorized Vehicles,2096
Bon Accord,2016,Total Motorized Vehicles,2008
Bon Accord,2017,Total Motorized Vehicles,1986
Bon Accord,2018,Total Motorized Vehicles,1979
Bon Accord,2019,Total Motorized Vehicles,1908
Bon Accord,2020,Total Motorized Vehicles,1928
Peace No. 135,2005,Total Motorized Vehicles,334
Peace No. 135,2006,Total Motorized Vehicles,335
Peace No. 135,2007,Total Motorized Vehicles,356
Peace No. 135,2008,Total Motorized Vehicles,386
Peace No. 135,2009,Total Motorized Vehicles,391
Peace No. 135,2010,Total Motorized Vehicles,391
Peace No. 135,2011,Total Motorized Vehicles,413
Peace No. 135,2012,Total Motorized Vehicles,433
Peace No. 135,2013,Total Motorized Vehicles,430
Peace No. 135,2014,Total Motorized Vehicles,450
Peace No. 135,2015,Total Motorized Vehicles,425
Peace No. 135,2016,Total Motorized Vehicles,425
Peace No. 135,2017,Total Motorized Vehicles,432
Peace No. 135,2018,Total Motorized Vehicles,445
Peace No. 135,2019,Total Motorized Vehicles,410
Peace No. 135,2020,Total Motorized Vehicles,436
Berwyn,2005,Total Motorized Vehicles,774
Berwyn,2006,Total Motorized Vehicles,795
Berwyn,2007,Total Motorized Vehicles,831
Berwyn,2008,Total Motorized Vehicles,814
Berwyn,2009,Total Motorized Vehicles,831
Berwyn,2010,Total Motorized Vehicles,831
Berwyn,2011,Total Motorized Vehicles,827
Berwyn,2012,Total Motorized Vehicles,858
Berwyn,2013,Total Motorized Vehicles,848
Berwyn,2014,Total Motorized Vehicles,835
Berwyn,2015,Total Motorized Vehicles,855
Berwyn,2016,Total Motorized Vehicles,835
Berwyn,2017,Total Motorized Vehicles,820
Berwyn,2018,Total Motorized Vehicles,841
Berwyn,2019,Total Motorized Vehicles,808
Berwyn,2020,Total Motorized Vehicles,823
Grimshaw,2005,Total Motorized Vehicles,3548
Grimshaw,2006,Total Motorized Vehicles,3733
Grimshaw,2007,Total Motorized Vehicles,3888
Grimshaw,2008,Total Motorized Vehicles,3924
Grimshaw,2009,Total Motorized Vehicles,4022
Grimshaw,2010,Total Motorized Vehicles,4022
Grimshaw,2011,Total Motorized Vehicles,4204
Grimshaw,2012,Total Motorized Vehicles,4320
Grimshaw,2013,Total Motorized Vehicles,4395
Grimshaw,2014,Total Motorized Vehicles,4563
Grimshaw,2015,Total Motorized Vehicles,4259
Grimshaw,2016,Total Motorized Vehicles,4099
Grimshaw,2017,Total Motorized Vehicles,4123
Grimshaw,2018,Total Motorized Vehicles,4261
Grimshaw,2019,Total Motorized Vehicles,4380
Grimshaw,2020,Total Motorized Vehicles,4258
Crowsnest Pass,2005,Total Motorized Vehicles,5632
Crowsnest Pass,2006,Total Motorized Vehicles,5737
Crowsnest Pass,2007,Total Motorized Vehicles,5926
Crowsnest Pass,2008,Total Motorized Vehicles,6084
Crowsnest Pass,2009,Total Motorized Vehicles,6136
Crowsnest Pass,2010,Total Motorized Vehicles,6136
Crowsnest Pass,2011,Total Motorized Vehicles,6266
Crowsnest Pass,2012,Total Motorized Vehicles,6467
Crowsnest Pass,2013,Total Motorized Vehicles,6549
Crowsnest Pass,2014,Total Motorized Vehicles,6593
Crowsnest Pass,2015,Total Motorized Vehicles,6754
Crowsnest Pass,2016,Total Motorized Vehicles,6615
Crowsnest Pass,2017,Total Motorized Vehicles,6709
Crowsnest Pass,2018,Total Motorized Vehicles,6913
Crowsnest Pass,2019,Total Motorized Vehicles,6704
Crowsnest Pass,2020,Total Motorized Vehicles,6911
Kananaskis,2005,Total Motorized Vehicles,258
Kananaskis,2006,Total Motorized Vehicles,274
Kananaskis,2007,Total Motorized Vehicles,275
Kananaskis,2008,Total Motorized Vehicles,277
Kananaskis,2009,Total Motorized Vehicles,272
Kananaskis,2010,Total Motorized Vehicles,272
Kananaskis,2011,Total Motorized Vehicles,256
Kananaskis,2012,Total Motorized Vehicles,275
Kananaskis,2013,Total Motorized Vehicles,266
Kananaskis,2014,Total Motorized Vehicles,307
Kananaskis,2015,Total Motorized Vehicles,325
Kananaskis,2016,Total Motorized Vehicles,320
Kananaskis,2017,Total Motorized Vehicles,326
Kananaskis,2018,Total Motorized Vehicles,345
Kananaskis,2019,Total Motorized Vehicles,347
Kananaskis,2020,Total Motorized Vehicles,327
Bighorn No. 8,2005,Total Motorized Vehicles,765
Bighorn No. 8,2006,Total Motorized Vehicles,818
Bighorn No. 8,2007,Total Motorized Vehicles,847
Bighorn No. 8,2008,Total Motorized Vehicles,858
Bighorn No. 8,2009,Total Motorized Vehicles,879
Bighorn No. 8,2010,Total Motorized Vehicles,879
Bighorn No. 8,2011,Total Motorized Vehicles,886
Bighorn No. 8,2012,Total Motorized Vehicles,903
Bighorn No. 8,2013,Total Motorized Vehicles,939
Bighorn No. 8,2014,Total Motorized Vehicles,960
Bighorn No. 8,2015,Total Motorized Vehicles,1030
Bighorn No. 8,2016,Total Motorized Vehicles,1045
Bighorn No. 8,2017,Total Motorized Vehicles,1042
Bighorn No. 8,2018,Total Motorized Vehicles,1135
Bighorn No. 8,2019,Total Motorized Vehicles,1175
Bighorn No. 8,2020,Total Motorized Vehicles,1195
Enoch Cree Nation,2005,Total Motorized Vehicles,502
Enoch Cree Nation,2006,Total Motorized Vehicles,533
Enoch Cree Nation,2007,Total Motorized Vehicles,589
Enoch Cree Nation,2008,Total Motorized Vehicles,609
Enoch Cree Nation,2009,Total Motorized Vehicles,604
Enoch Cree Nation,2010,Total Motorized Vehicles,604
Enoch Cree Nation,2011,Total Motorized Vehicles,640
Enoch Cree Nation,2012,Total Motorized Vehicles,716
Enoch Cree Nation,2013,Total Motorized Vehicles,777
Enoch Cree Nation,2014,Total Motorized Vehicles,816
Enoch Cree Nation,2015,Total Motorized Vehicles,806
Enoch Cree Nation,2016,Total Motorized Vehicles,800
Enoch Cree Nation,2017,Total Motorized Vehicles,852
Enoch Cree Nation,2018,Total Motorized Vehicles,860
Enoch Cree Nation,2019,Total Motorized Vehicles,901
Enoch Cree Nation,2020,Total Motorized Vehicles,1267
Improvement District No.  9 Banff,2005,Total Motorized Vehicles,693
Improvement District No.  9 Banff,2006,Total Motorized Vehicles,677
Improvement District No.  9 Banff,2007,Total Motorized Vehicles,716
Improvement District No.  9 Banff,2008,Total Motorized Vehicles,726
Improvement District No.  9 Banff,2009,Total Motorized Vehicles,678
Improvement District No.  9 Banff,2010,Total Motorized Vehicles,678
Improvement District No.  9 Banff,2011,Total Motorized Vehicles,675
Improvement District No.  9 Banff,2012,Total Motorized Vehicles,703
Improvement District No.  9 Banff,2013,Total Motorized Vehicles,721
Improvement District No.  9 Banff,2014,Total Motorized Vehicles,797
Improvement District No.  9 Banff,2015,Total Motorized Vehicles,827
Improvement District No.  9 Banff,2016,Total Motorized Vehicles,858
Improvement District No.  9 Banff,2017,Total Motorized Vehicles,889
Improvement District No.  9 Banff,2018,Total Motorized Vehicles,885
Improvement District No.  9 Banff,2019,Total Motorized Vehicles,843
Improvement District No.  9 Banff,2020,Total Motorized Vehicles,765
Morinville,2005,Total Motorized Vehicles,8865
Morinville,2006,Total Motorized Vehicles,9466
Morinville,2007,Total Motorized Vehicles,10080
Morinville,2008,Total Motorized Vehicles,10476
Morinville,2009,Total Motorized Vehicles,11287
Morinville,2010,Total Motorized Vehicles,11287
Morinville,2011,Total Motorized Vehicles,11700
Morinville,2012,Total Motorized Vehicles,12034
Morinville,2013,Total Motorized Vehicles,9742
Morinville,2014,Total Motorized Vehicles,9557
Morinville,2015,Total Motorized Vehicles,9638
Morinville,2016,Total Motorized Vehicles,9493
Morinville,2017,Total Motorized Vehicles,9396
Morinville,2018,Total Motorized Vehicles,9651
Morinville,2019,Total Motorized Vehicles,9563
Morinville,2020,Total Motorized Vehicles,9834
Legal,2005,Total Motorized Vehicles,2164
Legal,2006,Total Motorized Vehicles,2315
Legal,2007,Total Motorized Vehicles,2390
Legal,2008,Total Motorized Vehicles,2446
Legal,2009,Total Motorized Vehicles,2526
Legal,2010,Total Motorized Vehicles,2526
Legal,2011,Total Motorized Vehicles,2590
Legal,2012,Total Motorized Vehicles,2675
Legal,2013,Total Motorized Vehicles,2007
Legal,2014,Total Motorized Vehicles,1834
Legal,2015,Total Motorized Vehicles,1824
Legal,2016,Total Motorized Vehicles,1755
Legal,2017,Total Motorized Vehicles,1702
Legal,2018,Total Motorized Vehicles,1732
Legal,2019,Total Motorized Vehicles,1659
Legal,2020,Total Motorized Vehicles,1679
Fox Lake 162,2005,Total Motorized Vehicles,181
Fox Lake 162,2006,Total Motorized Vehicles,170
Fox Lake 162,2007,Total Motorized Vehicles,173
Fox Lake 162,2008,Total Motorized Vehicles,171
Fox Lake 162,2009,Total Motorized Vehicles,202
Fox Lake 162,2010,Total Motorized Vehicles,202
Fox Lake 162,2011,Total Motorized Vehicles,219
Fox Lake 162,2012,Total Motorized Vehicles,218
Fox Lake 162,2013,Total Motorized Vehicles,204
Fox Lake 162,2014,Total Motorized Vehicles,235
Fox Lake 162,2015,Total Motorized Vehicles,270
Fox Lake 162,2016,Total Motorized Vehicles,302
Fox Lake 162,2017,Total Motorized Vehicles,314
Fox Lake 162,2018,Total Motorized Vehicles,453
Fox Lake 162,2019,Total Motorized Vehicles,436
Fox Lake 162,2020,Total Motorized Vehicles,365
John d'Or Prairie 215,2005,Total Motorized Vehicles,122
John d'Or Prairie 215,2006,Total Motorized Vehicles,131
John d'Or Prairie 215,2007,Total Motorized Vehicles,143
John d'Or Prairie 215,2008,Total Motorized Vehicles,145
John d'Or Prairie 215,2009,Total Motorized Vehicles,161
John d'Or Prairie 215,2010,Total Motorized Vehicles,161
John d'Or Prairie 215,2011,Total Motorized Vehicles,161
John d'Or Prairie 215,2012,Total Motorized Vehicles,158
John d'Or Prairie 215,2013,Total Motorized Vehicles,190
John d'Or Prairie 215,2014,Total Motorized Vehicles,195
John d'Or Prairie 215,2015,Total Motorized Vehicles,207
John d'Or Prairie 215,2016,Total Motorized Vehicles,222
John d'Or Prairie 215,2017,Total Motorized Vehicles,236
John d'Or Prairie 215,2018,Total Motorized Vehicles,259
John d'Or Prairie 215,2019,Total Motorized Vehicles,260
John d'Or Prairie 215,2020,Total Motorized Vehicles,250
Jasper,2005,Total Motorized Vehicles,3375
Jasper,2006,Total Motorized Vehicles,3439
Jasper,2007,Total Motorized Vehicles,3440
Jasper,2008,Total Motorized Vehicles,3447
Jasper,2009,Total Motorized Vehicles,3607
Jasper,2010,Total Motorized Vehicles,3607
Jasper,2011,Total Motorized Vehicles,3709
Jasper,2012,Total Motorized Vehicles,3783
Jasper,2013,Total Motorized Vehicles,3851
Jasper,2014,Total Motorized Vehicles,4022
Jasper,2015,Total Motorized Vehicles,4093
Jasper,2016,Total Motorized Vehicles,4070
Jasper,2017,Total Motorized Vehicles,4268
Jasper,2018,Total Motorized Vehicles,4317
Jasper,2019,Total Motorized Vehicles,4181
Jasper,2020,Total Motorized Vehicles,4192
Banff,2005,Total Motorized Vehicles,5475
Banff,2006,Total Motorized Vehicles,5737
Banff,2007,Total Motorized Vehicles,5822
Banff,2008,Total Motorized Vehicles,5818
Banff,2009,Total Motorized Vehicles,5902
Banff,2010,Total Motorized Vehicles,5902
Banff,2011,Total Motorized Vehicles,5866
Banff,2012,Total Motorized Vehicles,6019
Banff,2013,Total Motorized Vehicles,6151
Banff,2014,Total Motorized Vehicles,6480
Banff,2015,Total Motorized Vehicles,6731
Banff,2016,Total Motorized Vehicles,6900
Banff,2017,Total Motorized Vehicles,6978
Banff,2018,Total Motorized Vehicles,7127
Banff,2019,Total Motorized Vehicles,7050
Banff,2020,Total Motorized Vehicles,6692
"Stoney 142, 143, 144",2005,Total Motorized Vehicles,999
"Stoney 142, 143, 144",2006,Total Motorized Vehicles,1098
"Stoney 142, 143, 144",2007,Total Motorized Vehicles,1181
"Stoney 142, 143, 144",2008,Total Motorized Vehicles,1160
"Stoney 142, 143, 144",2009,Total Motorized Vehicles,1162
"Stoney 142, 143, 144",2010,Total Motorized Vehicles,1162
"Stoney 142, 143, 144",2011,Total Motorized Vehicles,1231
"Stoney 142, 143, 144",2012,Total Motorized Vehicles,1264
"Stoney 142, 143, 144",2013,Total Motorized Vehicles,1309
"Stoney 142, 143, 144",2014,Total Motorized Vehicles,1411
"Stoney 142, 143, 144",2015,Total Motorized Vehicles,1428
"Stoney 142, 143, 144",2016,Total Motorized Vehicles,1296
"Stoney 142, 143, 144",2017,Total Motorized Vehicles,1295
"Stoney 142, 143, 144",2018,Total Motorized Vehicles,1293
"Stoney 142, 143, 144",2019,Total Motorized Vehicles,1313
"Stoney 142, 143, 144",2020,Total Motorized Vehicles,1500
Wood Buffalo,2005,Total Motorized Vehicles,39380
Wood Buffalo,2006,Total Motorized Vehicles,43179
Wood Buffalo,2007,Total Motorized Vehicles,48802
Wood Buffalo,2008,Total Motorized Vehicles,53889
Wood Buffalo,2009,Total Motorized Vehicles,59820
Wood Buffalo,2010,Total Motorized Vehicles,59820
Wood Buffalo,2011,Total Motorized Vehicles,62304
Wood Buffalo,2012,Total Motorized Vehicles,66528
Wood Buffalo,2013,Total Motorized Vehicles,70162
Wood Buffalo,2014,Total Motorized Vehicles,71163
Wood Buffalo,2015,Total Motorized Vehicles,67720
Wood Buffalo,2016,Total Motorized Vehicles,65494
Wood Buffalo,2017,Total Motorized Vehicles,64349
Wood Buffalo,2018,Total Motorized Vehicles,64988
Wood Buffalo,2019,Total Motorized Vehicles,64342
Wood Buffalo,2020,Total Motorized Vehicles,64436
Improvement District No. 24 Wood Buffalo,2005,Total Motorized Vehicles,66
Improvement District No. 24 Wood Buffalo,2006,Total Motorized Vehicles,68
Improvement District No. 24 Wood Buffalo,2007,Total Motorized Vehicles,77
Improvement District No. 24 Wood Buffalo,2008,Total Motorized Vehicles,73
Improvement District No. 24 Wood Buffalo,2009,Total Motorized Vehicles,79
Improvement District No. 24 Wood Buffalo,2010,Total Motorized Vehicles,79
Improvement District No. 24 Wood Buffalo,2011,Total Motorized Vehicles,96
Improvement District No. 24 Wood Buffalo,2012,Total Motorized Vehicles,91
Improvement District No. 24 Wood Buffalo,2013,Total Motorized Vehicles,90
Improvement District No. 24 Wood Buffalo,2014,Total Motorized Vehicles,97
Improvement District No. 24 Wood Buffalo,2015,Total Motorized Vehicles,93
Improvement District No. 24 Wood Buffalo,2016,Total Motorized Vehicles,99
Improvement District No. 24 Wood Buffalo,2017,Total Motorized Vehicles,108
Improvement District No. 24 Wood Buffalo,2018,Total Motorized Vehicles,145
Improvement District No. 24 Wood Buffalo,2019,Total Motorized Vehicles,126
Improvement District No. 24 Wood Buffalo,2020,Total Motorized Vehicles,121
Marwayne,2005,Total Motorized Vehicles,1270
Marwayne,2006,Total Motorized Vehicles,1303
Marwayne,2007,Total Motorized Vehicles,1371
Marwayne,2008,Total Motorized Vehicles,1391
Marwayne,2009,Total Motorized Vehicles,1353
Marwayne,2010,Total Motorized Vehicles,1353
Marwayne,2011,Total Motorized Vehicles,1439
Marwayne,2012,Total Motorized Vehicles,1479
Marwayne,2013,Total Motorized Vehicles,1559
Marwayne,2014,Total Motorized Vehicles,1612
Marwayne,2015,Total Motorized Vehicles,1613
Marwayne,2016,Total Motorized Vehicles,1521
Marwayne,2017,Total Motorized Vehicles,1558
Marwayne,2018,Total Motorized Vehicles,1562
Marwayne,2019,Total Motorized Vehicles,1600
Marwayne,2020,Total Motorized Vehicles,1584
Lamont,2005,Total Motorized Vehicles,2487
Lamont,2006,Total Motorized Vehicles,2587
Lamont,2007,Total Motorized Vehicles,2730
Lamont,2008,Total Motorized Vehicles,2867
Lamont,2009,Total Motorized Vehicles,2933
Lamont,2010,Total Motorized Vehicles,2933
Lamont,2011,Total Motorized Vehicles,2961
Lamont,2012,Total Motorized Vehicles,2936
Lamont,2013,Total Motorized Vehicles,3045
Lamont,2014,Total Motorized Vehicles,3080
Lamont,2015,Total Motorized Vehicles,3127
Lamont,2016,Total Motorized Vehicles,3053
Lamont,2017,Total Motorized Vehicles,2957
Lamont,2018,Total Motorized Vehicles,3077
Lamont,2019,Total Motorized Vehicles,3074
Lamont,2020,Total Motorized Vehicles,2936
Bruderheim,2005,Total Motorized Vehicles,1415
Bruderheim,2006,Total Motorized Vehicles,1455
Bruderheim,2007,Total Motorized Vehicles,1533
Bruderheim,2008,Total Motorized Vehicles,1516
Bruderheim,2009,Total Motorized Vehicles,1583
Bruderheim,2010,Total Motorized Vehicles,1583
Bruderheim,2011,Total Motorized Vehicles,1590
Bruderheim,2012,Total Motorized Vehicles,1593
Bruderheim,2013,Total Motorized Vehicles,1689
Bruderheim,2014,Total Motorized Vehicles,1742
Bruderheim,2015,Total Motorized Vehicles,1757
Bruderheim,2016,Total Motorized Vehicles,1728
Bruderheim,2017,Total Motorized Vehicles,1727
Bruderheim,2018,Total Motorized Vehicles,1761
Bruderheim,2019,Total Motorized Vehicles,1754
Bruderheim,2020,Total Motorized Vehicles,1784
Millet,2005,Total Motorized Vehicles,4477
Millet,2006,Total Motorized Vehicles,4706
Millet,2007,Total Motorized Vehicles,4913
Millet,2008,Total Motorized Vehicles,5012
Millet,2009,Total Motorized Vehicles,5269
Millet,2010,Total Motorized Vehicles,5269
Millet,2011,Total Motorized Vehicles,5428
Millet,2012,Total Motorized Vehicles,5444
Millet,2013,Total Motorized Vehicles,5530
Millet,2014,Total Motorized Vehicles,5629
Millet,2015,Total Motorized Vehicles,5513
Millet,2016,Total Motorized Vehicles,5326
Millet,2017,Total Motorized Vehicles,5368
Millet,2018,Total Motorized Vehicles,5435
Millet,2019,Total Motorized Vehicles,5355
Millet,2020,Total Motorized Vehicles,5432
Leduc County,2005,Total Motorized Vehicles,7639
Leduc County,2006,Total Motorized Vehicles,7700
Leduc County,2007,Total Motorized Vehicles,7551
Leduc County,2008,Total Motorized Vehicles,7853
Leduc County,2009,Total Motorized Vehicles,7869
Leduc County,2010,Total Motorized Vehicles,7869
Leduc County,2011,Total Motorized Vehicles,12165
Leduc County,2012,Total Motorized Vehicles,13206
Leduc County,2013,Total Motorized Vehicles,13969
Leduc County,2014,Total Motorized Vehicles,14829
Leduc County,2015,Total Motorized Vehicles,14786
Leduc County,2016,Total Motorized Vehicles,15086
Leduc County,2017,Total Motorized Vehicles,15601
Leduc County,2018,Total Motorized Vehicles,19062
Leduc County,2019,Total Motorized Vehicles,18336
Leduc County,2020,Total Motorized Vehicles,17888
Beaumont,2005,Total Motorized Vehicles,6374
Beaumont,2006,Total Motorized Vehicles,7309
Beaumont,2007,Total Motorized Vehicles,8217
Beaumont,2008,Total Motorized Vehicles,9237
Beaumont,2009,Total Motorized Vehicles,10367
Beaumont,2010,Total Motorized Vehicles,10367
Beaumont,2011,Total Motorized Vehicles,11005
Beaumont,2012,Total Motorized Vehicles,11637
Beaumont,2013,Total Motorized Vehicles,12495
Beaumont,2014,Total Motorized Vehicles,13292
Beaumont,2015,Total Motorized Vehicles,13877
Beaumont,2016,Total Motorized Vehicles,14010
Beaumont,2017,Total Motorized Vehicles,14506
Beaumont,2018,Total Motorized Vehicles,15170
Beaumont,2019,Total Motorized Vehicles,15386
Beaumont,2020,Total Motorized Vehicles,16123
Wetaskiwin County No. 10,2005,Total Motorized Vehicles,5152
Wetaskiwin County No. 10,2006,Total Motorized Vehicles,5345
Wetaskiwin County No. 10,2007,Total Motorized Vehicles,5471
Wetaskiwin County No. 10,2008,Total Motorized Vehicles,5557
Wetaskiwin County No. 10,2009,Total Motorized Vehicles,5699
Wetaskiwin County No. 10,2010,Total Motorized Vehicles,5699
Wetaskiwin County No. 10,2011,Total Motorized Vehicles,5861
Wetaskiwin County No. 10,2012,Total Motorized Vehicles,6029
Wetaskiwin County No. 10,2013,Total Motorized Vehicles,6265
Wetaskiwin County No. 10,2014,Total Motorized Vehicles,6486
Wetaskiwin County No. 10,2015,Total Motorized Vehicles,6487
Wetaskiwin County No. 10,2016,Total Motorized Vehicles,6276
Wetaskiwin County No. 10,2017,Total Motorized Vehicles,6304
Wetaskiwin County No. 10,2018,Total Motorized Vehicles,6461
Wetaskiwin County No. 10,2019,Total Motorized Vehicles,6297
Wetaskiwin County No. 10,2020,Total Motorized Vehicles,6402
Wetaskiwin,2005,Total Motorized Vehicles,12194
Wetaskiwin,2006,Total Motorized Vehicles,12841
Wetaskiwin,2007,Total Motorized Vehicles,13509
Wetaskiwin,2008,Total Motorized Vehicles,13717
Wetaskiwin,2009,Total Motorized Vehicles,13687
Wetaskiwin,2010,Total Motorized Vehicles,13687
Wetaskiwin,2011,Total Motorized Vehicles,13996
Wetaskiwin,2012,Total Motorized Vehicles,14332
Wetaskiwin,2013,Total Motorized Vehicles,14666
Wetaskiwin,2014,Total Motorized Vehicles,15100
Wetaskiwin,2015,Total Motorized Vehicles,15040
Wetaskiwin,2016,Total Motorized Vehicles,14688
Wetaskiwin,2017,Total Motorized Vehicles,14589
Wetaskiwin,2018,Total Motorized Vehicles,14706
Wetaskiwin,2019,Total Motorized Vehicles,14356
Wetaskiwin,2020,Total Motorized Vehicles,14620
Northern Lights County,2005,Total Motorized Vehicles,1604
Northern Lights County,2006,Total Motorized Vehicles,1626
Northern Lights County,2007,Total Motorized Vehicles,1680
Northern Lights County,2008,Total Motorized Vehicles,1699
Northern Lights County,2009,Total Motorized Vehicles,1698
Northern Lights County,2010,Total Motorized Vehicles,1698
Northern Lights County,2011,Total Motorized Vehicles,1759
Northern Lights County,2012,Total Motorized Vehicles,1763
Northern Lights County,2013,Total Motorized Vehicles,1781
Northern Lights County,2014,Total Motorized Vehicles,1761
Northern Lights County,2015,Total Motorized Vehicles,1757
Northern Lights County,2016,Total Motorized Vehicles,1686
Northern Lights County,2017,Total Motorized Vehicles,1617
Northern Lights County,2018,Total Motorized Vehicles,1637
Northern Lights County,2019,Total Motorized Vehicles,1634
Northern Lights County,2020,Total Motorized Vehicles,1601
Manning,2005,Total Motorized Vehicles,2444
Manning,2006,Total Motorized Vehicles,2499
Manning,2007,Total Motorized Vehicles,2519
Manning,2008,Total Motorized Vehicles,2578
Manning,2009,Total Motorized Vehicles,2569
Manning,2010,Total Motorized Vehicles,2569
Manning,2011,Total Motorized Vehicles,2677
Manning,2012,Total Motorized Vehicles,2727
Manning,2013,Total Motorized Vehicles,2835
Manning,2014,Total Motorized Vehicles,2822
Manning,2015,Total Motorized Vehicles,2771
Manning,2016,Total Motorized Vehicles,2736
Manning,2017,Total Motorized Vehicles,2774
Manning,2018,Total Motorized Vehicles,2854
Manning,2019,Total Motorized Vehicles,2858
Manning,2020,Total Motorized Vehicles,2824
High Level,2005,Total Motorized Vehicles,4628
High Level,2006,Total Motorized Vehicles,4817
High Level,2007,Total Motorized Vehicles,4838
High Level,2008,Total Motorized Vehicles,4755
High Level,2009,Total Motorized Vehicles,4640
High Level,2010,Total Motorized Vehicles,4640
High Level,2011,Total Motorized Vehicles,4706
High Level,2012,Total Motorized Vehicles,4879
High Level,2013,Total Motorized Vehicles,4996
High Level,2014,Total Motorized Vehicles,5042
High Level,2015,Total Motorized Vehicles,4889
High Level,2016,Total Motorized Vehicles,4729
High Level,2017,Total Motorized Vehicles,4824
High Level,2018,Total Motorized Vehicles,4935
High Level,2019,Total Motorized Vehicles,4853
High Level,2020,Total Motorized Vehicles,4802
Whispering Hills,2005,Total Motorized Vehicles,75
Whispering Hills,2006,Total Motorized Vehicles,80
Whispering Hills,2007,Total Motorized Vehicles,91
Whispering Hills,2008,Total Motorized Vehicles,100
Whispering Hills,2009,Total Motorized Vehicles,100
Whispering Hills,2010,Total Motorized Vehicles,100
Whispering Hills,2011,Total Motorized Vehicles,98
Whispering Hills,2012,Total Motorized Vehicles,105
Whispering Hills,2013,Total Motorized Vehicles,98
Whispering Hills,2014,Total Motorized Vehicles,109
Whispering Hills,2015,Total Motorized Vehicles,108
Whispering Hills,2016,Total Motorized Vehicles,107
Whispering Hills,2017,Total Motorized Vehicles,103
Whispering Hills,2018,Total Motorized Vehicles,109
Whispering Hills,2019,Total Motorized Vehicles,86
Whispering Hills,2020,Total Motorized Vehicles,97
Thorhild County,2005,Total Motorized Vehicles,3325
Thorhild County,2006,Total Motorized Vehicles,3359
Thorhild County,2007,Total Motorized Vehicles,3469
Thorhild County,2008,Total Motorized Vehicles,3499
Thorhild County,2009,Total Motorized Vehicles,3665
Thorhild County,2010,Total Motorized Vehicles,3665
Thorhild County,2011,Total Motorized Vehicles,3698
Thorhild County,2012,Total Motorized Vehicles,3753
Thorhild County,2013,Total Motorized Vehicles,3847
Thorhild County,2014,Total Motorized Vehicles,3835
Thorhild County,2015,Total Motorized Vehicles,3836
Thorhild County,2016,Total Motorized Vehicles,3748
Thorhild County,2017,Total Motorized Vehicles,3675
Thorhild County,2018,Total Motorized Vehicles,3703
Thorhild County,2019,Total Motorized Vehicles,3656
Thorhild County,2020,Total Motorized Vehicles,3676
Athabasca County,2005,Total Motorized Vehicles,3038
Athabasca County,2006,Total Motorized Vehicles,3157
Athabasca County,2007,Total Motorized Vehicles,3308
Athabasca County,2008,Total Motorized Vehicles,3434
Athabasca County,2009,Total Motorized Vehicles,3519
Athabasca County,2010,Total Motorized Vehicles,3519
Athabasca County,2011,Total Motorized Vehicles,3623
Athabasca County,2012,Total Motorized Vehicles,3761
Athabasca County,2013,Total Motorized Vehicles,3812
Athabasca County,2014,Total Motorized Vehicles,3748
Athabasca County,2015,Total Motorized Vehicles,3819
Athabasca County,2016,Total Motorized Vehicles,3744
Athabasca County,2017,Total Motorized Vehicles,3753
Athabasca County,2018,Total Motorized Vehicles,3863
Athabasca County,2019,Total Motorized Vehicles,3745
Athabasca County,2020,Total Motorized Vehicles,3748
Boyle,2005,Total Motorized Vehicles,2471
Boyle,2006,Total Motorized Vehicles,2583
Boyle,2007,Total Motorized Vehicles,2693
Boyle,2008,Total Motorized Vehicles,2742
Boyle,2009,Total Motorized Vehicles,2797
Boyle,2010,Total Motorized Vehicles,2797
Boyle,2011,Total Motorized Vehicles,2985
Boyle,2012,Total Motorized Vehicles,3042
Boyle,2013,Total Motorized Vehicles,3175
Boyle,2014,Total Motorized Vehicles,3213
Boyle,2015,Total Motorized Vehicles,3198
Boyle,2016,Total Motorized Vehicles,3098
Boyle,2017,Total Motorized Vehicles,3075
Boyle,2018,Total Motorized Vehicles,3066
