CSDUID,CSD,Period,IndicatorSummaryDescription,Structural Type,UnitOfMeasure,OriginalValue
4809806,O'Chiese 203,2016,Private Households by Structural Type,Single-detached house,,175
4809806,O'Chiese 203,2021,Private Households by Structural Type,Single-detached house,,205
4809809,Sunchild 202,2001,Private Households by Structural Type,Single-detached house,,90
4809809,Sunchild 202,2006,Private Households by Structural Type,Single-detached house,,90
4809809,Sunchild 202,2011,Private Households by Structural Type,Single-detached house,,145
4809809,Sunchild 202,2016,Private Households by Structural Type,Single-detached house,,165
4809809,Sunchild 202,2021,Private Households by Structural Type,Single-detached house,,160
4802029,Vauxhall,2001,Private Households by Structural Type,Single-detached house,,320
4802029,Vauxhall,2006,Private Households by Structural Type,Single-detached house,,335
4802029,Vauxhall,2011,Private Households by Structural Type,Single-detached house,,325
4802029,Vauxhall,2016,Private Households by Structural Type,Single-detached house,,325
4802029,Vauxhall,2021,Private Households by Structural Type,Single-detached house,,355
4802031,Newell County,2001,Private Households by Structural Type,Single-detached house,,1840
4802031,Newell County,2006,Private Households by Structural Type,Single-detached house,,1830
4802031,Newell County,2011,Private Households by Structural Type,Single-detached house,,1955
4802031,Newell County,2016,Private Households by Structural Type,Single-detached house,,2015
4802031,Newell County,2021,Private Households by Structural Type,Single-detached house,,2015
4802034,Brooks,2001,Private Households by Structural Type,Single-detached house,,2605
4802034,Brooks,2006,Private Households by Structural Type,Single-detached house,,2715
4802034,Brooks,2011,Private Households by Structural Type,Single-detached house,,2850
4802034,Brooks,2016,Private Households by Structural Type,Single-detached house,,2780
4802034,Brooks,2021,Private Households by Structural Type,Single-detached house,,2800
4808034,Alix,2001,Private Households by Structural Type,Single-detached house,,315
4808034,Alix,2006,Private Households by Structural Type,Single-detached house,,240
4808034,Alix,2011,Private Households by Structural Type,Single-detached house,,280
4808034,Alix,2016,Private Households by Structural Type,Single-detached house,,250
4808034,Alix,2021,Private Households by Structural Type,Single-detached house,,285
4808038,Ponoka County,2001,Private Households by Structural Type,Single-detached house,,2465
4808038,Ponoka County,2006,Private Households by Structural Type,Single-detached house,,2625
4808038,Ponoka County,2011,Private Households by Structural Type,Single-detached house,,2685
4808038,Ponoka County,2016,Private Households by Structural Type,Single-detached house,,3055
4808038,Ponoka County,2021,Private Households by Structural Type,Single-detached house,,3465
4812029,Smoky Lake,2001,Private Households by Structural Type,Single-detached house,,380
4812029,Smoky Lake,2006,Private Households by Structural Type,Single-detached house,,360
4812029,Smoky Lake,2011,Private Households by Structural Type,Single-detached house,,365
4812029,Smoky Lake,2016,Private Households by Structural Type,Single-detached house,,370
4812029,Smoky Lake,2021,Private Households by Structural Type,Single-detached house,,345
4812037,Lac la Biche County,2001,Private Households by Structural Type,Single-detached house,,570
4812037,Lac la Biche County,2006,Private Households by Structural Type,Single-detached house,,555
4812037,Lac la Biche County,2011,Private Households by Structural Type,Single-detached house,,2180
4812037,Lac la Biche County,2016,Private Households by Structural Type,Single-detached house,,2300
4812037,Lac la Biche County,2021,Private Households by Structural Type,Single-detached house,,2315
4808039,Ponoka,2001,Private Households by Structural Type,Single-detached house,,1915
4808039,Ponoka,2006,Private Households by Structural Type,Single-detached house,,1905
4808039,Ponoka,2011,Private Households by Structural Type,Single-detached house,,1945
4808039,Ponoka,2016,Private Households by Structural Type,Single-detached house,,2030
4808039,Ponoka,2021,Private Households by Structural Type,Single-detached house,,2040
4808042,Parkland Beach,2001,Private Households by Structural Type,Single-detached house,,35
4808042,Parkland Beach,2006,Private Households by Structural Type,Single-detached house,,60
4808042,Parkland Beach,2011,Private Households by Structural Type,Single-detached house,,50
4808042,Parkland Beach,2016,Private Households by Structural Type,Single-detached house,,65
4808042,Parkland Beach,2021,Private Households by Structural Type,Single-detached house,,65
4808044,Rimbey,2001,Private Households by Structural Type,Single-detached house,,640
4808044,Rimbey,2006,Private Households by Structural Type,Single-detached house,,710
4808044,Rimbey,2011,Private Households by Structural Type,Single-detached house,,715
4808044,Rimbey,2016,Private Households by Structural Type,Single-detached house,,745
4808044,Rimbey,2021,Private Households by Structural Type,Single-detached house,,765
4808811,Samson 137,2001,Private Households by Structural Type,Single-detached house,,855
4808811,Samson 137,2006,Private Households by Structural Type,Single-detached house,,735
4808811,Samson 137,2011,Private Households by Structural Type,Single-detached house,,785
4808811,Samson 137,2016,Private Households by Structural Type,Single-detached house,,725
4808811,Samson 137,2021,Private Households by Structural Type,Single-detached house,,710
4808812,Samson 137A,2021,Private Households by Structural Type,Single-detached house,,0
4802016,Barons,2001,Private Households by Structural Type,Single-detached house,,90
4802016,Barons,2006,Private Households by Structural Type,Single-detached house,,110
4802016,Barons,2011,Private Households by Structural Type,Single-detached house,,90
4802016,Barons,2016,Private Households by Structural Type,Single-detached house,,110
4802016,Barons,2021,Private Households by Structural Type,Single-detached house,,90
4802018,Picture Butte,2001,Private Households by Structural Type,Single-detached house,,495
4802018,Picture Butte,2006,Private Households by Structural Type,Single-detached house,,495
4802018,Picture Butte,2011,Private Households by Structural Type,Single-detached house,,510
4802018,Picture Butte,2016,Private Households by Structural Type,Single-detached house,,535
4802018,Picture Butte,2021,Private Households by Structural Type,Single-detached house,,540
4802019,Coaldale,2001,Private Households by Structural Type,Single-detached house,,1825
4802019,Coaldale,2006,Private Households by Structural Type,Single-detached house,,1820
4802019,Coaldale,2011,Private Households by Structural Type,Single-detached house,,2125
4802019,Coaldale,2016,Private Households by Structural Type,Single-detached house,,2320
4802019,Coaldale,2021,Private Households by Structural Type,Single-detached house,,2525
4802023,Barnwell,2001,Private Households by Structural Type,Single-detached house,,140
4802023,Barnwell,2006,Private Households by Structural Type,Single-detached house,,155
4802023,Barnwell,2011,Private Households by Structural Type,Single-detached house,,195
4802023,Barnwell,2016,Private Households by Structural Type,Single-detached house,,240
4802023,Barnwell,2021,Private Households by Structural Type,Single-detached house,,230
4808813,Montana 139,2001,Private Households by Structural Type,Single-detached house,,145
4808813,Montana 139,2006,Private Households by Structural Type,Single-detached house,,145
4808813,Montana 139,2011,Private Households by Structural Type,Single-detached house,,150
4808813,Montana 139,2016,Private Households by Structural Type,Single-detached house,,140
4808813,Montana 139,2021,Private Households by Structural Type,Single-detached house,,145
4809002,Clearwater County,2001,Private Households by Structural Type,Single-detached house,,2920
4809002,Clearwater County,2006,Private Households by Structural Type,Single-detached house,,3510
4809002,Clearwater County,2011,Private Households by Structural Type,Single-detached house,,3405
4809002,Clearwater County,2016,Private Households by Structural Type,Single-detached house,,3760
4809002,Clearwater County,2021,Private Households by Structural Type,Single-detached house,,3690
4809005,Burnstick Lake,2021,Private Households by Structural Type,Single-detached house,,0
4809010,Caroline,2001,Private Households by Structural Type,Single-detached house,,100
4809010,Caroline,2006,Private Households by Structural Type,Single-detached house,,175
4809010,Caroline,2011,Private Households by Structural Type,Single-detached house,,105
4809010,Caroline,2016,Private Households by Structural Type,Single-detached house,,110
4809010,Caroline,2021,Private Households by Structural Type,Single-detached house,,105
4810022,Viking,2001,Private Households by Structural Type,Single-detached house,,375
4810022,Viking,2006,Private Households by Structural Type,Single-detached house,,350
4810022,Viking,2011,Private Households by Structural Type,Single-detached house,,390
4810022,Viking,2016,Private Households by Structural Type,Single-detached house,,395
4810022,Viking,2021,Private Households by Structural Type,Single-detached house,,390
4810026,Minburn County No. 27,2001,Private Households by Structural Type,Single-detached house,,1115
4810026,Minburn County No. 27,2006,Private Households by Structural Type,Single-detached house,,1060
4810026,Minburn County No. 27,2011,Private Households by Structural Type,Single-detached house,,1085
4810026,Minburn County No. 27,2016,Private Households by Structural Type,Single-detached house,,1065
4810026,Minburn County No. 27,2021,Private Households by Structural Type,Single-detached house,,1010
4810028,Vegreville,2001,Private Households by Structural Type,Single-detached house,,1795
4810028,Vegreville,2006,Private Households by Structural Type,Single-detached house,,1820
4810028,Vegreville,2011,Private Households by Structural Type,Single-detached house,,1865
4810028,Vegreville,2016,Private Households by Structural Type,Single-detached house,,1845
4810028,Vegreville,2021,Private Households by Structural Type,Single-detached house,,1840
4813031,Westlock,2001,Private Households by Structural Type,Single-detached house,,1430
4813031,Westlock,2006,Private Households by Structural Type,Single-detached house,,1540
4813031,Westlock,2011,Private Households by Structural Type,Single-detached house,,1380
4813031,Westlock,2016,Private Households by Structural Type,Single-detached house,,1440
4813031,Westlock,2021,Private Households by Structural Type,Single-detached house,,1510
4813032,Clyde,2001,Private Households by Structural Type,Single-detached house,,170
4813032,Clyde,2006,Private Households by Structural Type,Single-detached house,,120
4813032,Clyde,2011,Private Households by Structural Type,Single-detached house,,115
4813032,Clyde,2016,Private Households by Structural Type,Single-detached house,,120
4813032,Clyde,2021,Private Households by Structural Type,Single-detached house,,100
4813033,Larkspur,2016,Private Households by Structural Type,Single-detached house,,25
4813033,Larkspur,2021,Private Households by Structural Type,Single-detached house,,25
4813010,Silver Sands,2001,Private Households by Structural Type,Single-detached house,,65
4813010,Silver Sands,2011,Private Households by Structural Type,Single-detached house,,45
4813010,Silver Sands,2016,Private Households by Structural Type,Single-detached house,,80
4813010,Silver Sands,2021,Private Households by Structural Type,Single-detached house,,100
4813011,Sunset Point,2001,Private Households by Structural Type,Single-detached house,,75
4813011,Sunset Point,2011,Private Households by Structural Type,Single-detached house,,90
4813011,Sunset Point,2016,Private Households by Structural Type,Single-detached house,,75
4813011,Sunset Point,2021,Private Households by Structural Type,Single-detached house,,100
4813012,Alberta Beach,2001,Private Households by Structural Type,Single-detached house,,310
4813012,Alberta Beach,2006,Private Households by Structural Type,Single-detached house,,390
4813012,Alberta Beach,2011,Private Households by Structural Type,Single-detached house,,410
4813012,Alberta Beach,2016,Private Households by Structural Type,Single-detached house,,460
4813012,Alberta Beach,2021,Private Households by Structural Type,Single-detached house,,405
4813013,Birch Cove,2001,Private Households by Structural Type,Single-detached house,,20
4813013,Birch Cove,2011,Private Households by Structural Type,Single-detached house,,20
4813013,Birch Cove,2016,Private Households by Structural Type,Single-detached house,,20
4813013,Birch Cove,2021,Private Households by Structural Type,Single-detached house,,20
4813014,Onoway,2001,Private Households by Structural Type,Single-detached house,,245
4813014,Onoway,2006,Private Households by Structural Type,Single-detached house,,280
4813014,Onoway,2011,Private Households by Structural Type,Single-detached house,,300
4813014,Onoway,2016,Private Households by Structural Type,Single-detached house,,300
4813014,Onoway,2021,Private Households by Structural Type,Single-detached house,,310
4813015,South View,2001,Private Households by Structural Type,Single-detached house,,40
4813015,South View,2006,Private Households by Structural Type,Single-detached house,,50
4813015,South View,2016,Private Households by Structural Type,Single-detached house,,30
4813015,South View,2021,Private Households by Structural Type,Single-detached house,,30
4813016,Sandy Beach,2001,Private Households by Structural Type,Single-detached house,,80
4813016,Sandy Beach,2006,Private Households by Structural Type,Single-detached house,,115
4813016,Sandy Beach,2011,Private Households by Structural Type,Single-detached house,,100
4813016,Sandy Beach,2016,Private Households by Structural Type,Single-detached house,,120
4813016,Sandy Beach,2021,Private Households by Structural Type,Single-detached house,,140
4813030,Whitecourt,2001,Private Households by Structural Type,Single-detached house,,1525
4813030,Whitecourt,2006,Private Households by Structural Type,Single-detached house,,1770
4813030,Whitecourt,2011,Private Households by Structural Type,Single-detached house,,1940
4813030,Whitecourt,2016,Private Households by Structural Type,Single-detached house,,2005
4813030,Whitecourt,2021,Private Households by Structural Type,Single-detached house,,2035
4810002,Bashaw,2001,Private Households by Structural Type,Single-detached house,,280
4810002,Bashaw,2006,Private Households by Structural Type,Single-detached house,,255
4810002,Bashaw,2011,Private Households by Structural Type,Single-detached house,,280
4810002,Bashaw,2016,Private Households by Structural Type,Single-detached house,,290
4810002,Bashaw,2021,Private Households by Structural Type,Single-detached house,,315
4810003,Rosalind,2001,Private Households by Structural Type,Single-detached house,,75
4810003,Rosalind,2006,Private Households by Structural Type,Single-detached house,,75
4810003,Rosalind,2011,Private Households by Structural Type,Single-detached house,,65
4810003,Rosalind,2016,Private Households by Structural Type,Single-detached house,,75
4810003,Rosalind,2021,Private Households by Structural Type,Single-detached house,,65
4806019,Cochrane,2001,Private Households by Structural Type,Single-detached house,,2930
4806019,Cochrane,2006,Private Households by Structural Type,Single-detached house,,3425
4806019,Cochrane,2011,Private Households by Structural Type,Single-detached house,,4505
4806019,Cochrane,2016,Private Households by Structural Type,Single-detached house,,6140
4806019,Cochrane,2021,Private Households by Structural Type,Single-detached house,,7225
4806021,Airdrie,2001,Private Households by Structural Type,Single-detached house,,5200
4806021,Airdrie,2006,Private Households by Structural Type,Single-detached house,,7330
4806021,Airdrie,2011,Private Households by Structural Type,Single-detached house,,10770
4806021,Airdrie,2016,Private Households by Structural Type,Single-detached house,,14745
4806021,Airdrie,2021,Private Households by Structural Type,Single-detached house,,17215
4806022,Irricana,2001,Private Households by Structural Type,Single-detached house,,320
4806022,Irricana,2011,Private Households by Structural Type,Single-detached house,,330
4806022,Irricana,2016,Private Households by Structural Type,Single-detached house,,360
4806022,Irricana,2021,Private Households by Structural Type,Single-detached house,,365
4806024,Beiseker,2001,Private Households by Structural Type,Single-detached house,,270
4806024,Beiseker,2006,Private Households by Structural Type,Single-detached house,,250
4806024,Beiseker,2011,Private Households by Structural Type,Single-detached house,,260
4806024,Beiseker,2016,Private Households by Structural Type,Single-detached house,,270
4806024,Beiseker,2021,Private Households by Structural Type,Single-detached house,,270
4806026,Crossfield,2001,Private Households by Structural Type,Single-detached house,,640
4806026,Crossfield,2006,Private Households by Structural Type,Single-detached house,,810
4806026,Crossfield,2011,Private Households by Structural Type,Single-detached house,,790
4806026,Crossfield,2016,Private Households by Structural Type,Single-detached house,,835
4806026,Crossfield,2021,Private Households by Structural Type,Single-detached house,,1045
4813028,Westlock County,2001,Private Households by Structural Type,Single-detached house,,2115
4813028,Westlock County,2006,Private Households by Structural Type,Single-detached house,,2050
4813028,Westlock County,2011,Private Households by Structural Type,Single-detached house,,2375
4813028,Westlock County,2016,Private Households by Structural Type,Single-detached house,,2390
4813028,Westlock County,2021,Private Households by Structural Type,Single-detached house,,2280
4813029,Woodlands County,2001,Private Households by Structural Type,Single-detached house,,945
4813029,Woodlands County,2006,Private Households by Structural Type,Single-detached house,,1130
4813029,Woodlands County,2011,Private Households by Structural Type,Single-detached house,,1295
4813029,Woodlands County,2016,Private Households by Structural Type,Single-detached house,,1595
4813029,Woodlands County,2021,Private Households by Structural Type,Single-detached house,,1390
4810018,Tofield,2001,Private Households by Structural Type,Single-detached house,,595
4810018,Tofield,2006,Private Households by Structural Type,Single-detached house,,640
4810018,Tofield,2011,Private Households by Structural Type,Single-detached house,,645
4810018,Tofield,2016,Private Households by Structural Type,Single-detached house,,655
4810018,Tofield,2021,Private Households by Structural Type,Single-detached house,,650
4810019,Ryley,2001,Private Households by Structural Type,Single-detached house,,170
4810019,Ryley,2006,Private Households by Structural Type,Single-detached house,,150
4810019,Ryley,2011,Private Households by Structural Type,Single-detached house,,180
4810019,Ryley,2016,Private Households by Structural Type,Single-detached house,,160
4810019,Ryley,2021,Private Households by Structural Type,Single-detached house,,165
4810021,Holden,2001,Private Households by Structural Type,Single-detached house,,170
4810021,Holden,2006,Private Households by Structural Type,Single-detached house,,155
4810021,Holden,2011,Private Households by Structural Type,Single-detached house,,165
4810021,Holden,2016,Private Households by Structural Type,Single-detached house,,145
4810021,Holden,2021,Private Households by Structural Type,Single-detached house,,165
4813017,Sunrise Beach,2001,Private Households by Structural Type,Single-detached house,,40
4813017,Sunrise Beach,2006,Private Households by Structural Type,Single-detached house,,70
4813017,Sunrise Beach,2011,Private Households by Structural Type,Single-detached house,,70
4813017,Sunrise Beach,2016,Private Households by Structural Type,Single-detached house,,70
4813017,Sunrise Beach,2021,Private Households by Structural Type,Single-detached house,,85
4813018,Barrhead County No. 11,2001,Private Households by Structural Type,Single-detached house,,1775
4813018,Barrhead County No. 11,2006,Private Households by Structural Type,Single-detached house,,1830
4813018,Barrhead County No. 11,2011,Private Households by Structural Type,Single-detached house,,2020
4813018,Barrhead County No. 11,2016,Private Households by Structural Type,Single-detached house,,2050
4813018,Barrhead County No. 11,2021,Private Households by Structural Type,Single-detached house,,1990
4810012,Bittern Lake,2001,Private Households by Structural Type,Single-detached house,,80
4810012,Bittern Lake,2006,Private Households by Structural Type,Single-detached house,,70
4810012,Bittern Lake,2011,Private Households by Structural Type,Single-detached house,,80
4810012,Bittern Lake,2016,Private Households by Structural Type,Single-detached house,,75
4810012,Bittern Lake,2021,Private Households by Structural Type,Single-detached house,,80
4810014,Hay Lakes,2001,Private Households by Structural Type,Single-detached house,,120
4810014,Hay Lakes,2006,Private Households by Structural Type,Single-detached house,,120
4810014,Hay Lakes,2011,Private Households by Structural Type,Single-detached house,,155
4810014,Hay Lakes,2016,Private Households by Structural Type,Single-detached house,,180
4810014,Hay Lakes,2021,Private Households by Structural Type,Single-detached house,,140
4810016,Beaver County,2001,Private Households by Structural Type,Single-detached house,,1745
4810016,Beaver County,2006,Private Households by Structural Type,Single-detached house,,1600
4810016,Beaver County,2011,Private Households by Structural Type,Single-detached house,,1930
4810016,Beaver County,2016,Private Households by Structural Type,Single-detached house,,1970
4810016,Beaver County,2021,Private Households by Structural Type,Single-detached house,,1920
4813019,Barrhead,2001,Private Households by Structural Type,Single-detached house,,1240
4813019,Barrhead,2006,Private Households by Structural Type,Single-detached house,,1260
4813019,Barrhead,2011,Private Households by Structural Type,Single-detached house,,1320
4813019,Barrhead,2016,Private Households by Structural Type,Single-detached house,,1335
4813019,Barrhead,2021,Private Households by Structural Type,Single-detached house,,1260
4801006,Medicine Hat,2001,Private Households by Structural Type,Single-detached house,,14445
4801006,Medicine Hat,2006,Private Households by Structural Type,Single-detached house,,15205
4801006,Medicine Hat,2011,Private Households by Structural Type,Single-detached house,,16305
4801006,Medicine Hat,2016,Private Households by Structural Type,Single-detached house,,17105
4801006,Medicine Hat,2021,Private Households by Structural Type,Single-detached house,,17250
4801008,Forty Mile County No. 8,2001,Private Households by Structural Type,Single-detached house,,770
4801008,Forty Mile County No. 8,2006,Private Households by Structural Type,Single-detached house,,860
4801008,Forty Mile County No. 8,2011,Private Households by Structural Type,Single-detached house,,800
4801008,Forty Mile County No. 8,2016,Private Households by Structural Type,Single-detached house,,820
4801008,Forty Mile County No. 8,2021,Private Households by Structural Type,Single-detached house,,810
4801003,Cypress County,2001,Private Households by Structural Type,Single-detached house,,1835
4801003,Cypress County,2006,Private Households by Structural Type,Single-detached house,,2135
4801003,Cypress County,2011,Private Households by Structural Type,Single-detached house,,2295
4801003,Cypress County,2016,Private Households by Structural Type,Single-detached house,,2430
4801003,Cypress County,2021,Private Households by Structural Type,Single-detached house,,2420
4808031,Lacombe,2001,Private Households by Structural Type,Single-detached house,,2315
4808031,Lacombe,2006,Private Households by Structural Type,Single-detached house,,2670
4808031,Lacombe,2011,Private Households by Structural Type,Single-detached house,,3055
4808031,Lacombe,2016,Private Households by Structural Type,Single-detached house,,3235
4808031,Lacombe,2021,Private Households by Structural Type,Single-detached house,,3285
4803016,Cowley,2001,Private Households by Structural Type,Single-detached house,,70
4803016,Cowley,2006,Private Households by Structural Type,Single-detached house,,60
4803016,Cowley,2011,Private Households by Structural Type,Single-detached house,,100
4803016,Cowley,2016,Private Households by Structural Type,Single-detached house,,60
4803016,Cowley,2021,Private Households by Structural Type,Single-detached house,,110
4803018,Willow Creek No. 26,2001,Private Households by Structural Type,Single-detached house,,1460
4803018,Willow Creek No. 26,2006,Private Households by Structural Type,Single-detached house,,1500
4803018,Willow Creek No. 26,2011,Private Households by Structural Type,Single-detached house,,1475
4803018,Willow Creek No. 26,2016,Private Households by Structural Type,Single-detached house,,1525
4803018,Willow Creek No. 26,2021,Private Households by Structural Type,Single-detached house,,1775
4803019,Fort Macleod,2001,Private Households by Structural Type,Single-detached house,,940
4803019,Fort Macleod,2006,Private Households by Structural Type,Single-detached house,,950
4803019,Fort Macleod,2011,Private Households by Structural Type,Single-detached house,,1105
4803019,Fort Macleod,2016,Private Households by Structural Type,Single-detached house,,960
4803019,Fort Macleod,2021,Private Households by Structural Type,Single-detached house,,1050
4803021,Granum,2001,Private Households by Structural Type,Single-detached house,,160
4803021,Granum,2006,Private Households by Structural Type,Single-detached house,,170
4803021,Granum,2011,Private Households by Structural Type,Single-detached house,,180
4803021,Granum,2016,Private Households by Structural Type,Single-detached house,,190
4802008,Raymond,2001,Private Households by Structural Type,Single-detached house,,895
4802008,Raymond,2006,Private Households by Structural Type,Single-detached house,,935
4802008,Raymond,2011,Private Households by Structural Type,Single-detached house,,1055
4802008,Raymond,2016,Private Households by Structural Type,Single-detached house,,1045
4802008,Raymond,2021,Private Households by Structural Type,Single-detached house,,1205
4802009,Stirling,2001,Private Households by Structural Type,Single-detached house,,255
4802009,Stirling,2006,Private Households by Structural Type,Single-detached house,,235
4802009,Stirling,2011,Private Households by Structural Type,Single-detached house,,290
4802009,Stirling,2016,Private Households by Structural Type,Single-detached house,,275
4802009,Stirling,2021,Private Households by Structural Type,Single-detached house,,320
4802011,Lethbridge County,2001,Private Households by Structural Type,Single-detached house,,2610
4802011,Lethbridge County,2006,Private Households by Structural Type,Single-detached house,,2655
4802011,Lethbridge County,2011,Private Households by Structural Type,Single-detached house,,2650
4802011,Lethbridge County,2016,Private Households by Structural Type,Single-detached house,,2785
4802011,Lethbridge County,2021,Private Households by Structural Type,Single-detached house,,2730
4802021,"Taber, M.D.",2001,Private Households by Structural Type,Single-detached house,,2130
4802021,"Taber, M.D.",2006,Private Households by Structural Type,Single-detached house,,2200
4802021,"Taber, M.D.",2011,Private Households by Structural Type,Single-detached house,,2275
4802021,"Taber, M.D.",2016,Private Households by Structural Type,Single-detached house,,1685
4802021,"Taber, M.D.",2021,Private Households by Structural Type,Single-detached house,,1805
4802022,Taber,2001,Private Households by Structural Type,Single-detached house,,1555
4802022,Taber,2006,Private Households by Structural Type,Single-detached house,,1585
4802022,Taber,2011,Private Households by Structural Type,Single-detached house,,1695
4802022,Taber,2016,Private Households by Structural Type,Single-detached house,,2285
4802022,Taber,2021,Private Households by Structural Type,Single-detached house,,2405
4803011,Pincher Creek No. 9,2001,Private Households by Structural Type,Single-detached house,,985
4803011,Pincher Creek No. 9,2006,Private Households by Structural Type,Single-detached house,,1045
4803011,Pincher Creek No. 9,2011,Private Households by Structural Type,Single-detached house,,1045
4803011,Pincher Creek No. 9,2016,Private Households by Structural Type,Single-detached house,,975
4803011,Pincher Creek No. 9,2021,Private Households by Structural Type,Single-detached house,,1210
4803014,Pincher Creek,2001,Private Households by Structural Type,Single-detached house,,1275
4803014,Pincher Creek,2006,Private Households by Structural Type,Single-detached house,,1215
4803014,Pincher Creek,2011,Private Households by Structural Type,Single-detached house,,1165
4803014,Pincher Creek,2016,Private Households by Structural Type,Single-detached house,,1185
4803014,Pincher Creek,2021,Private Households by Structural Type,Single-detached house,,1245
4803004,Cardston,2001,Private Households by Structural Type,Single-detached house,,1005
4803004,Cardston,2006,Private Households by Structural Type,Single-detached house,,980
4803004,Cardston,2011,Private Households by Structural Type,Single-detached house,,1045
4803004,Cardston,2016,Private Households by Structural Type,Single-detached house,,1065
4803004,Cardston,2021,Private Households by Structural Type,Single-detached house,,1080
4803006,Glenwood,2001,Private Households by Structural Type,Single-detached house,,85
4803006,Glenwood,2006,Private Households by Structural Type,Single-detached house,,95
4803006,Glenwood,2011,Private Households by Structural Type,Single-detached house,,95
4803006,Glenwood,2016,Private Households by Structural Type,Single-detached house,,100
4803006,Glenwood,2021,Private Households by Structural Type,Single-detached house,,90
4803008,Hill Spring,2011,Private Households by Structural Type,Single-detached house,,55
4803008,Hill Spring,2016,Private Households by Structural Type,Single-detached house,,70
4803008,Hill Spring,2021,Private Households by Structural Type,Single-detached house,,60
4803022,Claresholm,2001,Private Households by Structural Type,Single-detached house,,1135
4803022,Claresholm,2006,Private Households by Structural Type,Single-detached house,,1110
4803022,Claresholm,2011,Private Households by Structural Type,Single-detached house,,1175
4803022,Claresholm,2016,Private Households by Structural Type,Single-detached house,,1250
4803022,Claresholm,2021,Private Households by Structural Type,Single-detached house,,1245
4803024,Stavely,2001,Private Households by Structural Type,Single-detached house,,155
4803024,Stavely,2006,Private Households by Structural Type,Single-detached house,,210
4803024,Stavely,2011,Private Households by Structural Type,Single-detached house,,200
4803024,Stavely,2016,Private Households by Structural Type,Single-detached house,,230
4803024,Stavely,2021,Private Households by Structural Type,Single-detached house,,230
4803026,Nanton,2001,Private Households by Structural Type,Single-detached house,,675
4803026,Nanton,2006,Private Households by Structural Type,Single-detached house,,740
4803026,Nanton,2011,Private Households by Structural Type,Single-detached house,,770
4803026,Nanton,2016,Private Households by Structural Type,Single-detached house,,790
4803026,Nanton,2021,Private Households by Structural Type,Single-detached house,,765
4803801,Piikani 147,2006,Private Households by Structural Type,Single-detached house,,360
4803801,Piikani 147,2011,Private Households by Structural Type,Single-detached house,,325
4803801,Piikani 147,2016,Private Households by Structural Type,Single-detached house,,370
4803801,Piikani 147,2021,Private Households by Structural Type,Single-detached house,,405
4803802,Blood 148,2001,Private Households by Structural Type,Single-detached house,,965
4803802,Blood 148,2006,Private Households by Structural Type,Single-detached house,,1000
4803802,Blood 148,2011,Private Households by Structural Type,Single-detached house,,1085
4803802,Blood 148,2016,Private Households by Structural Type,Single-detached house,,1050
4803802,Blood 148,2021,Private Households by Structural Type,Single-detached house,,1090
4803803,Blood 148A,2021,Private Households by Structural Type,Single-detached house,,0
4804001,Acadia No. 34,2001,Private Households by Structural Type,Single-detached house,,160
4804001,Acadia No. 34,2006,Private Households by Structural Type,Single-detached house,,150
4804001,Acadia No. 34,2011,Private Households by Structural Type,Single-detached house,,140
4804001,Acadia No. 34,2016,Private Households by Structural Type,Single-detached house,,155
4804001,Acadia No. 34,2021,Private Households by Structural Type,Single-detached house,,125
4804004,Special Area No. 2,2001,Private Households by Structural Type,Single-detached house,,640
4804004,Special Area No. 2,2006,Private Households by Structural Type,Single-detached house,,625
4804004,Special Area No. 2,2011,Private Households by Structural Type,Single-detached house,,585
4804004,Special Area No. 2,2016,Private Households by Structural Type,Single-detached house,,565
4804004,Special Area No. 2,2021,Private Households by Structural Type,Single-detached house,,635
4804006,Empress,2001,Private Households by Structural Type,Single-detached house,,75
4804006,Empress,2006,Private Households by Structural Type,Single-detached house,,70
4804006,Empress,2011,Private Households by Structural Type,Single-detached house,,60
4804006,Empress,2016,Private Households by Structural Type,Single-detached house,,50
4804006,Empress,2021,Private Households by Structural Type,Single-detached house,,75
4804011,Hanna,2001,Private Households by Structural Type,Single-detached house,,955
4804011,Hanna,2006,Private Households by Structural Type,Single-detached house,,905
4804011,Hanna,2011,Private Households by Structural Type,Single-detached house,,945
4804011,Hanna,2016,Private Households by Structural Type,Single-detached house,,935
4804011,Hanna,2021,Private Households by Structural Type,Single-detached house,,970
4804012,Special Area No. 3,2001,Private Households by Structural Type,Single-detached house,,445
4804012,Special Area No. 3,2006,Private Households by Structural Type,Single-detached house,,410
4804012,Special Area No. 3,2011,Private Households by Structural Type,Single-detached house,,380
4804012,Special Area No. 3,2016,Private Households by Structural Type,Single-detached house,,375
4804012,Special Area No. 3,2021,Private Households by Structural Type,Single-detached house,,380
4804014,Oyen,2001,Private Households by Structural Type,Single-detached house,,370
4804014,Oyen,2006,Private Households by Structural Type,Single-detached house,,330
4804014,Oyen,2011,Private Households by Structural Type,Single-detached house,,325
4804014,Oyen,2016,Private Households by Structural Type,Single-detached house,,330
4804014,Oyen,2021,Private Households by Structural Type,Single-detached house,,280
4804016,Cereal,2001,Private Households by Structural Type,Single-detached house,,55
4804016,Cereal,2006,Private Households by Structural Type,Single-detached house,,60
4804016,Cereal,2011,Private Households by Structural Type,Single-detached house,,55
4804016,Cereal,2016,Private Households by Structural Type,Single-detached house,,40
4804019,Youngstown,2001,Private Households by Structural Type,Single-detached house,,75
4804019,Youngstown,2006,Private Households by Structural Type,Single-detached house,,65
