CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4812029,Smoky Lake,1996,Dwelling Units,,439
4812029,Smoky Lake,1997,Dwelling Units,,439
4812029,Smoky Lake,1998,Dwelling Units,,449
4812029,Smoky Lake,1999,Dwelling Units,,439
4812029,Smoky Lake,2000,Dwelling Units,,439
4812029,Smoky Lake,2001,Dwelling Units,,440
4812029,Smoky Lake,2002,Dwelling Units,,440
4812029,Smoky Lake,2003,Dwelling Units,,441
4812029,Smoky Lake,2004,Dwelling Units,,453
4812029,Smoky Lake,2005,Dwelling Units,,456
4812029,Smoky Lake,2006,Dwelling Units,,445
4812029,Smoky Lake,2007,Dwelling Units,,467
4812029,Smoky Lake,2008,Dwelling Units,,477
4812029,Smoky Lake,2009,Dwelling Units,,480
4812029,Smoky Lake,2010,Dwelling Units,,480
4812029,Smoky Lake,2011,Dwelling Units,,477
4812029,Smoky Lake,2012,Dwelling Units,,438
4812029,Smoky Lake,2013,Dwelling Units,,438
4812029,Smoky Lake,2014,Dwelling Units,,438
4812029,Smoky Lake,2015,Dwelling Units,,438
4812029,Smoky Lake,2016,Dwelling Units,,450
4812029,Smoky Lake,2017,Dwelling Units,,450
4812029,Smoky Lake,2018,Dwelling Units,,451
4812029,Smoky Lake,2019,Dwelling Units,,451
4812029,Smoky Lake,2020,Dwelling Units,,464
4812029,Smoky Lake,2021,Dwelling Units,,464
4812029,Smoky Lake,2022,Dwelling Units,,464
4812037,Lac la Biche County,1994,Dwelling Units,,921
4812037,Lac la Biche County,1995,Dwelling Units,,921
4812037,Lac la Biche County,1996,Dwelling Units,,840
4812037,Lac la Biche County,1997,Dwelling Units,,850
4812037,Lac la Biche County,1998,Dwelling Units,,3076
4812037,Lac la Biche County,1999,Dwelling Units,,3260
4812037,Lac la Biche County,2000,Dwelling Units,,3532
4812037,Lac la Biche County,2001,Dwelling Units,,3034
4812037,Lac la Biche County,2002,Dwelling Units,,3641
4812037,Lac la Biche County,2003,Dwelling Units,,3684
4812037,Lac la Biche County,2004,Dwelling Units,,3749
4812037,Lac la Biche County,2005,Dwelling Units,,3861
4812037,Lac la Biche County,2006,Dwelling Units,,4034
4812037,Lac la Biche County,2007,Dwelling Units,,3848
4812037,Lac la Biche County,2008,Dwelling Units,,4384
4812037,Lac la Biche County,2009,Dwelling Units,,4468
4812037,Lac la Biche County,2010,Dwelling Units,,4558
4812037,Lac la Biche County,2011,Dwelling Units,,4528
4812037,Lac la Biche County,2012,Dwelling Units,,3910
4812037,Lac la Biche County,2013,Dwelling Units,,4259
4812037,Lac la Biche County,2014,Dwelling Units,,4337
4812037,Lac la Biche County,2015,Dwelling Units,,4401
4812037,Lac la Biche County,2016,Dwelling Units,,4357
4812037,Lac la Biche County,2017,Dwelling Units,,4410
4812037,Lac la Biche County,2018,Dwelling Units,,4410
4812037,Lac la Biche County,2019,Dwelling Units,,4342
4812037,Lac la Biche County,2020,Dwelling Units,,4394
4812037,Lac la Biche County,2021,Dwelling Units,,4394
4812037,Lac la Biche County,2022,Dwelling Units,,4394
4812037,Lac la Biche County,2023,Dwelling Units,,4394
4808039,Ponoka,2023,Dwelling Units,,3497
4808039,Ponoka,1994,Dwelling Units,,2324
4808039,Ponoka,1995,Dwelling Units,,2324
4808039,Ponoka,1996,Dwelling Units,,2425
4808039,Ponoka,1997,Dwelling Units,,2444
4808039,Ponoka,1998,Dwelling Units,,2543
4808039,Ponoka,1999,Dwelling Units,,2585
4808039,Ponoka,2000,Dwelling Units,,2595
4808039,Ponoka,2001,Dwelling Units,,2624
4808039,Ponoka,2002,Dwelling Units,,2667
4808039,Ponoka,2003,Dwelling Units,,2726
4808039,Ponoka,2004,Dwelling Units,,2761
4808039,Ponoka,2005,Dwelling Units,,2810
4808039,Ponoka,2006,Dwelling Units,,2539
4808039,Ponoka,2007,Dwelling Units,,3198
4808039,Ponoka,2008,Dwelling Units,,3242
4808039,Ponoka,2009,Dwelling Units,,3381
4808039,Ponoka,2010,Dwelling Units,,3405
4808039,Ponoka,2011,Dwelling Units,,3446
4808039,Ponoka,2012,Dwelling Units,,3483
4808039,Ponoka,2013,Dwelling Units,,3490
4808039,Ponoka,2014,Dwelling Units,,3490
4808039,Ponoka,2015,Dwelling Units,,3490
4808039,Ponoka,2016,Dwelling Units,,3497
4808039,Ponoka,2017,Dwelling Units,,3497
4808039,Ponoka,2018,Dwelling Units,,3497
4808039,Ponoka,2019,Dwelling Units,,3497
4808039,Ponoka,2020,Dwelling Units,,3497
4808039,Ponoka,2021,Dwelling Units,,3497
4808039,Ponoka,2022,Dwelling Units,,3497
4808044,Rimbey,1994,Dwelling Units,,862
4808044,Rimbey,1995,Dwelling Units,,862
4808044,Rimbey,1996,Dwelling Units,,862
4808044,Rimbey,1997,Dwelling Units,,868
4808044,Rimbey,1998,Dwelling Units,,879
4808044,Rimbey,1999,Dwelling Units,,887
4808044,Rimbey,2000,Dwelling Units,,897
4808044,Rimbey,2001,Dwelling Units,,910
4808044,Rimbey,2002,Dwelling Units,,926
4808044,Rimbey,2003,Dwelling Units,,939
4808044,Rimbey,2004,Dwelling Units,,979
4808044,Rimbey,2005,Dwelling Units,,991
4808044,Rimbey,2006,Dwelling Units,,1018
4808044,Rimbey,2007,Dwelling Units,,1045
4808044,Rimbey,2008,Dwelling Units,,1067
4808044,Rimbey,2009,Dwelling Units,,1072
4808044,Rimbey,2010,Dwelling Units,,1087
4808044,Rimbey,2011,Dwelling Units,,1094
4808044,Rimbey,2012,Dwelling Units,,1165
4808044,Rimbey,2013,Dwelling Units,,1178
4808044,Rimbey,2014,Dwelling Units,,1180
4808044,Rimbey,2015,Dwelling Units,,1218
4808044,Rimbey,2016,Dwelling Units,,1222
4808044,Rimbey,2017,Dwelling Units,,1224
4808044,Rimbey,2018,Dwelling Units,,1222
4808044,Rimbey,2019,Dwelling Units,,1221
4808044,Rimbey,2020,Dwelling Units,,1222
4808044,Rimbey,2021,Dwelling Units,,1226
4808044,Rimbey,2022,Dwelling Units,,1227
4808044,Rimbey,2023,Dwelling Units,,1231
4802016,Barons,2023,Dwelling Units,,155
4802016,Barons,1994,Dwelling Units,,113
4802016,Barons,1995,Dwelling Units,,113
4802016,Barons,1996,Dwelling Units,,111
4802016,Barons,1997,Dwelling Units,,116
4802016,Barons,1998,Dwelling Units,,116
4802016,Barons,1999,Dwelling Units,,116
4802016,Barons,2000,Dwelling Units,,116
4802016,Barons,2001,Dwelling Units,,118
4802016,Barons,2002,Dwelling Units,,119
4802016,Barons,2003,Dwelling Units,,119
4802016,Barons,2004,Dwelling Units,,119
4802016,Barons,2005,Dwelling Units,,119
4802016,Barons,2006,Dwelling Units,,121
4802016,Barons,2007,Dwelling Units,,127
4802016,Barons,2008,Dwelling Units,,123
4802016,Barons,2009,Dwelling Units,,140
4802016,Barons,2010,Dwelling Units,,140
4802016,Barons,2011,Dwelling Units,,140
4802016,Barons,2012,Dwelling Units,,140
4802016,Barons,2013,Dwelling Units,,140
4802016,Barons,2014,Dwelling Units,,140
4802016,Barons,2015,Dwelling Units,,140
4802016,Barons,2016,Dwelling Units,,148
4802016,Barons,2017,Dwelling Units,,148
4802016,Barons,2018,Dwelling Units,,151
4802016,Barons,2019,Dwelling Units,,155
4802016,Barons,2020,Dwelling Units,,155
4802016,Barons,2021,Dwelling Units,,155
4802016,Barons,2022,Dwelling Units,,155
4802018,Picture Butte,1994,Dwelling Units,,655
4802018,Picture Butte,1995,Dwelling Units,,655
4802018,Picture Butte,1996,Dwelling Units,,655
4802018,Picture Butte,1997,Dwelling Units,,663
4802018,Picture Butte,1998,Dwelling Units,,670
4802018,Picture Butte,1999,Dwelling Units,,670
4802018,Picture Butte,2000,Dwelling Units,,673
4802018,Picture Butte,2001,Dwelling Units,,681
4802018,Picture Butte,2002,Dwelling Units,,684
4802018,Picture Butte,2003,Dwelling Units,,685
4802018,Picture Butte,2004,Dwelling Units,,694
4802018,Picture Butte,2005,Dwelling Units,,696
4802018,Picture Butte,2006,Dwelling Units,,699
4802018,Picture Butte,2007,Dwelling Units,,699
4802018,Picture Butte,2008,Dwelling Units,,655
4802018,Picture Butte,2009,Dwelling Units,,655
4802018,Picture Butte,2010,Dwelling Units,,675
4802018,Picture Butte,2011,Dwelling Units,,675
4802018,Picture Butte,2012,Dwelling Units,,680
4802018,Picture Butte,2013,Dwelling Units,,743
4802018,Picture Butte,2014,Dwelling Units,,743
4802018,Picture Butte,2015,Dwelling Units,,871
4802018,Picture Butte,2016,Dwelling Units,,678
4802018,Picture Butte,2017,Dwelling Units,,684
4802018,Picture Butte,2018,Dwelling Units,,708
4802018,Picture Butte,2019,Dwelling Units,,708
4802018,Picture Butte,2020,Dwelling Units,,710
4802018,Picture Butte,2021,Dwelling Units,,712
4802018,Picture Butte,2022,Dwelling Units,,712
4802018,Picture Butte,2023,Dwelling Units,,738
4802019,Coaldale,2023,Dwelling Units,,3356
4802019,Coaldale,1994,Dwelling Units,,1982
4802019,Coaldale,1995,Dwelling Units,,1982
4802019,Coaldale,1996,Dwelling Units,,1997
4802019,Coaldale,1997,Dwelling Units,,2000
4802019,Coaldale,1998,Dwelling Units,,2005
4802019,Coaldale,1999,Dwelling Units,,2166
4802019,Coaldale,2000,Dwelling Units,,2002
4802019,Coaldale,2001,Dwelling Units,,2101
4802019,Coaldale,2002,Dwelling Units,,2109
4802019,Coaldale,2003,Dwelling Units,,2146
4802019,Coaldale,2004,Dwelling Units,,2306
4802019,Coaldale,2005,Dwelling Units,,2222
4802019,Coaldale,2006,Dwelling Units,,2363
4802019,Coaldale,2007,Dwelling Units,,2592
4802019,Coaldale,2008,Dwelling Units,,2745
4802019,Coaldale,2009,Dwelling Units,,2805
4802019,Coaldale,2010,Dwelling Units,,2893
4802019,Coaldale,2011,Dwelling Units,,2923
4802019,Coaldale,2012,Dwelling Units,,2981
4802019,Coaldale,2013,Dwelling Units,,3027
4802019,Coaldale,2014,Dwelling Units,,3090
4802019,Coaldale,2015,Dwelling Units,,3163
4802019,Coaldale,2016,Dwelling Units,,3221
4802019,Coaldale,2017,Dwelling Units,,3277
4802019,Coaldale,2018,Dwelling Units,,3108
4802019,Coaldale,2019,Dwelling Units,,3173
4802019,Coaldale,2020,Dwelling Units,,3266
4802019,Coaldale,2021,Dwelling Units,,3340
4802019,Coaldale,2022,Dwelling Units,,3408
4802023,Barnwell,1994,Dwelling Units,,127
4802023,Barnwell,1995,Dwelling Units,,127
4802023,Barnwell,1996,Dwelling Units,,156
4802023,Barnwell,1997,Dwelling Units,,157
4802023,Barnwell,1998,Dwelling Units,,157
4802023,Barnwell,1999,Dwelling Units,,158
4802023,Barnwell,2000,Dwelling Units,,159
4802023,Barnwell,2001,Dwelling Units,,159
4802023,Barnwell,2002,Dwelling Units,,169
4802023,Barnwell,2003,Dwelling Units,,170
4802023,Barnwell,2004,Dwelling Units,,172
4802023,Barnwell,2005,Dwelling Units,,173
4802023,Barnwell,2006,Dwelling Units,,175
4802023,Barnwell,2007,Dwelling Units,,178
4802023,Barnwell,2008,Dwelling Units,,191
4802023,Barnwell,2009,Dwelling Units,,204
4802023,Barnwell,2010,Dwelling Units,,212
4802023,Barnwell,2011,Dwelling Units,,244
4802023,Barnwell,2012,Dwelling Units,,252
4802023,Barnwell,2013,Dwelling Units,,264
4802023,Barnwell,2014,Dwelling Units,,280
4802023,Barnwell,2015,Dwelling Units,,282
4802023,Barnwell,2016,Dwelling Units,,280
4802023,Barnwell,2017,Dwelling Units,,282
4802023,Barnwell,2018,Dwelling Units,,282
4802023,Barnwell,2019,Dwelling Units,,282
4802023,Barnwell,2020,Dwelling Units,,282
4802023,Barnwell,2021,Dwelling Units,,289
4802023,Barnwell,2022,Dwelling Units,,294
4802023,Barnwell,2023,Dwelling Units,,301
4809002,Clearwater County,2023,Dwelling Units,,7227
4809002,Clearwater County,1994,Dwelling Units,,3423
4809002,Clearwater County,1995,Dwelling Units,,3423
4809002,Clearwater County,1996,Dwelling Units,,4061
4809002,Clearwater County,1997,Dwelling Units,,3680
4809002,Clearwater County,1998,Dwelling Units,,3781
4809002,Clearwater County,1999,Dwelling Units,,3924
4809002,Clearwater County,2000,Dwelling Units,,4136
4809002,Clearwater County,2001,Dwelling Units,,8208
4809002,Clearwater County,2002,Dwelling Units,,4345
4809002,Clearwater County,2003,Dwelling Units,,4418
4809002,Clearwater County,2004,Dwelling Units,,4418
4809002,Clearwater County,2005,Dwelling Units,,4659
4809002,Clearwater County,2006,Dwelling Units,,4995
4809002,Clearwater County,2007,Dwelling Units,,5616
4809002,Clearwater County,2008,Dwelling Units,,5730
4809002,Clearwater County,2009,Dwelling Units,,5857
4809002,Clearwater County,2010,Dwelling Units,,5939
4809002,Clearwater County,2011,Dwelling Units,,6127
4809002,Clearwater County,2012,Dwelling Units,,6168
4809002,Clearwater County,2013,Dwelling Units,,6168
4809002,Clearwater County,2014,Dwelling Units,,6211
4809002,Clearwater County,2015,Dwelling Units,,6467
4809002,Clearwater County,2016,Dwelling Units,,6192
4809002,Clearwater County,2017,Dwelling Units,,6192
4809002,Clearwater County,2018,Dwelling Units,,6671
4809002,Clearwater County,2019,Dwelling Units,,6654
4809002,Clearwater County,2020,Dwelling Units,,6551
4809002,Clearwater County,2021,Dwelling Units,,7172
4809002,Clearwater County,2022,Dwelling Units,,7194
4809010,Caroline,1994,Dwelling Units,,216
4809010,Caroline,1995,Dwelling Units,,216
4809010,Caroline,1996,Dwelling Units,,194
4809010,Caroline,1997,Dwelling Units,,201
4809010,Caroline,1998,Dwelling Units,,201
4809010,Caroline,1999,Dwelling Units,,240
4809010,Caroline,2000,Dwelling Units,,241
4809010,Caroline,2001,Dwelling Units,,271
4809010,Caroline,2002,Dwelling Units,,272
4809010,Caroline,2003,Dwelling Units,,215
4809010,Caroline,2004,Dwelling Units,,271
4809010,Caroline,2005,Dwelling Units,,271
4809010,Caroline,2006,Dwelling Units,,271
4809010,Caroline,2007,Dwelling Units,,275
4809010,Caroline,2008,Dwelling Units,,249
4809010,Caroline,2009,Dwelling Units,,250
4809010,Caroline,2010,Dwelling Units,,250
4809010,Caroline,2011,Dwelling Units,,256
4809010,Caroline,2012,Dwelling Units,,258
4809010,Caroline,2013,Dwelling Units,,258
4809010,Caroline,2014,Dwelling Units,,254
4809010,Caroline,2015,Dwelling Units,,242
4809010,Caroline,2016,Dwelling Units,,240
4809010,Caroline,2017,Dwelling Units,,240
4809010,Caroline,2018,Dwelling Units,,240
4809010,Caroline,2019,Dwelling Units,,240
4809010,Caroline,2020,Dwelling Units,,240
4809010,Caroline,2021,Dwelling Units,,246
4809010,Caroline,2022,Dwelling Units,,245
4809010,Caroline,2023,Dwelling Units,,245
4810026,Minburn County No. 27,2023,Dwelling Units,,1597
4810026,Minburn County No. 27,1994,Dwelling Units,,1215
4810026,Minburn County No. 27,1995,Dwelling Units,,1215
4810026,Minburn County No. 27,1996,Dwelling Units,,1216
4810026,Minburn County No. 27,1997,Dwelling Units,,1413
4810026,Minburn County No. 27,1998,Dwelling Units,,1340
4810026,Minburn County No. 27,1999,Dwelling Units,,1347
4810026,Minburn County No. 27,2000,Dwelling Units,,1423
4810026,Minburn County No. 27,2001,Dwelling Units,,1450
4810026,Minburn County No. 27,2002,Dwelling Units,,1468
4810026,Minburn County No. 27,2003,Dwelling Units,,1550
4810026,Minburn County No. 27,2004,Dwelling Units,,1446
4810026,Minburn County No. 27,2005,Dwelling Units,,1446
4810026,Minburn County No. 27,2006,Dwelling Units,,1494
4810026,Minburn County No. 27,2007,Dwelling Units,,1508
4810026,Minburn County No. 27,2008,Dwelling Units,,1513
4810026,Minburn County No. 27,2009,Dwelling Units,,1520
4810026,Minburn County No. 27,2010,Dwelling Units,,1559
4810026,Minburn County No. 27,2011,Dwelling Units,,1572
4810026,Minburn County No. 27,2012,Dwelling Units,,1587
4810026,Minburn County No. 27,2013,Dwelling Units,,1581
4810026,Minburn County No. 27,2014,Dwelling Units,,1603
4810026,Minburn County No. 27,2015,Dwelling Units,,1669
4810026,Minburn County No. 27,2016,Dwelling Units,,1665
