CSD,Period,Key,0-4 (Count of People),05-09 (Count of People),10-14 (Count of People),15-19 (Count of People),20-24 (Count of People),25-29 (Count of People),30-34 (Count of People),35-39 (Count of People),40-44 (Count of People),45-49 (Count of People),50-54 (Count of People),55-59 (Count of People),Life Expectancy (Years),Oil Wells (Count),Natural Gas Production (m^3),CH4 Equivalent (t),CO2 Equivalent (t),N2O Equivalent (t),Oats (Count),Canola (Count),Barley (Count),Durum Wheat (Count),Non-Durum Wheat (Count),Other Crops (Count),Cattle and Calves (Count),Pigs (Count),Dwelling Units (Count),"Apartment, less than 5 stories (Count)","Apartment, 5 or more stories (Count)","Apartment, duplex (Count)",Movable dwelling (Count),Other attached dwelling (Count),Row house (Count),Semi-detached house (Count),Single-detached house (Count),Residence/Housing Starts (Count),Vehicle Registration (Count),Fire Size (Hectares),Fires (Count),Adjusted_AQHI
Elk Point,2001,Elk Point2001,104,22,90,98,136,144,120,98,95,68,61,29,,,,,,,,,,,,,,,513.0,125.0,0.0,5.0,10.0,0.0,0.0,5.0,435.0,,,,,
Elk Point,2002,Elk Point2002,102,22,85,92,132,142,127,96,96,73,62,28,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,
Elk Point,2003,Elk Point2003,101,20,90,80,131,146,127,97,95,79,63,32,,,,,,,,,,,,,,,516.0,,,,,,,,,,,,,
Elk Point,2004,Elk Point2004,105,16,96,81,124,141,124,102,93,80,63,40,,,,0.0,0.0,0.0,,,,,,,,,518.0,,,,,,,,,,,,,
Elk Point,2005,Elk Point2005,109,25,113,82,126,136,126,97,95,87,63,41,,,,0.0,0.0,0.0,,,,,,,,,520.0,,,,,,,,,,2580.0,,,
Elk Point,2006,Elk Point2006,122,26,120,88,134,118,118,109,101,72,71,43,,,,0.0,0.0,0.0,,,,,,,,,525.0,105.0,0.0,10.0,55.0,0.0,0.0,0.0,395.0,,2747.0,,,
Elk Point,2007,Elk Point2007,127,27,121,85,134,112,118,112,102,76,75,46,,,,0.0,0.0,0.0,,,,,,,,,535.0,,,,,,,,,,2927.0,,,
Elk Point,2008,Elk Point2008,128,25,122,92,122,105,124,115,107,84,76,50,,,,0.0,0.0,0.0,,,,,,,,,545.0,,,,,,,,,,2958.0,,,
Elk Point,2009,Elk Point2009,128,30,113,99,117,98,125,114,104,92,77,49,,,,0.0,0.0,0.0,,,,,,,,,550.0,,,,,,,,,,3086.0,,,
Elk Point,2010,Elk Point2010,131,19,97,115,114,95,120,108,103,104,85,42,,,,0.0,0.0,0.0,,,,,,,,,558.0,,,,,,,,,,3086.0,,,
Elk Point,2011,Elk Point2011,113,24,91,114,113,111,110,98,105,117,80,40,76.59666666666666,,,0.0,0.0,0.0,,,,,,,,,560.0,95.0,0.0,0.0,30.0,0.0,15.0,0.0,425.0,,3288.0,,,
Elk Point,2012,Elk Point2012,112,26,89,107,118,109,110,95,106,118,81,39,76.57666666666667,,,0.0,0.0,0.0,,,,,,,,,646.0,,,,,,,,,,3425.0,,,
Elk Point,2013,Elk Point2013,106,25,88,100,122,110,109,102,103,118,87,36,76.61333333333333,,,0.0,0.0,0.0,,,,,,,,,660.0,,,,,,,,,,3630.0,,,
Elk Point,2014,Elk Point2014,101,24,91,94,126,110,107,104,102,118,97,29,76.20666666666666,,,0.0,0.0,0.0,,,,,,,,,684.0,,,,,,,,,,3631.0,,,
Elk Point,2015,Elk Point2015,95,20,84,92,119,114,91,107,98,109,102,33,76.46,,,0.0,0.0,0.0,,,,,,,,,685.0,,,,,,,,,,3501.0,,,
Elk Point,2016,Elk Point2016,91,15,84,101,101,119,97,104,79,102,108,45,76.23666666666666,,,0.0,0.0,0.0,,,,,,,,,685.0,30.0,0.0,5.0,55.0,0.0,20.0,0.0,420.0,,3312.0,,,
Elk Point,2017,Elk Point2017,85,14,93,74,111,125,89,89,85,93,106,49,76.04666666666667,,,0.0,0.0,0.0,,,,,,,,,685.0,,,,,,,,,,3266.0,,,
Elk Point,2018,Elk Point2018,84,16,78,62,115,108,87,95,98,79,116,54,75.83333333333333,,,0.0,0.0,0.0,,,,,,,,,685.0,,,,,,,,,,3384.0,,,
Elk Point,2019,Elk Point2019,93,8,87,65,89,104,74,80,93,73,107,55,75.57,,,0.0,0.0,0.0,,,,,,,,,685.0,,,,,,,,,,3248.0,,,
Elk Point,2020,Elk Point2020,70,13,92,63,67,107,87,54,89,72,101,60,75.80333333333334,,,0.0,0.0,0.0,,,,,,,,,685.0,,,,,,,,,,3193.0,,,
Elk Point,2021,Elk Point2021,76,21,103,92,64,110,108,76,108,78,98,60,75.41000000000001,,,0.0,0.0,0.0,,,,,,,,,685.0,95.0,0.0,0.0,0.0,125.0,20.0,0.0,485.0,,,,,
Elk Point,2022,Elk Point2022,82,12,100,104,62,101,119,84,100,80,86,72,75.35333333333334,,,,,,,,,,,,,,685.0,,,,,,,,,,,,,
Elk Point,2023,Elk Point2023,64,20,94,112,51,104,124,84,91,94,79,67,,,,,,,,,,,,,,,685.0,,,,,,,,,,,,,
St. Paul,2001,St. Paul2001,379,91,384,380,357,366,324,363,366,333,236,153,,,,,,,,,,,,,,,1936.0,285.0,0.0,25.0,80.0,0.0,55.0,60.0,1435.0,,,,,
St. Paul,2002,St. Paul2002,373,87,372,376,362,371,329,337,361,355,240,162,,,,,,,,,,,,,,,1990.0,,,,,,,,,,,,,
St. Paul,2003,St. Paul2003,364,86,368,361,377,374,324,327,343,379,263,163,,,,,,,,,,,,,,,2019.0,,,,,,,,,,,,,
St. Paul,2004,St. Paul2004,357,87,371,368,363,364,318,334,327,374,282,171,,,,0.0,0.0,0.0,,,,,,,,,2032.0,,,,,,,,,,,,,
St. Paul,2005,St. Paul2005,351,89,350,392,358,351,338,336,330,377,292,156,,,,0.0,0.0,0.0,,,,,,,,,2054.0,,,,,,,,,,6546.0,,,
St. Paul,2006,St. Paul2006,363,63,323,403,360,349,343,340,328,358,311,166,,,,0.0,0.0,0.0,,,,,,,,,2096.0,290.0,0.0,25.0,70.0,10.0,55.0,105.0,1405.0,,6821.0,,,
St. Paul,2007,St. Paul2007,368,63,326,402,387,367,352,346,308,359,329,176,,,,0.0,0.0,0.0,,,,,,,,,2110.0,,,,,,,,,,7327.0,,,
St. Paul,2008,St. Paul2008,380,55,322,399,393,393,373,339,307,348,357,197,,,,0.0,0.0,0.0,,,,,,,,,2132.0,,,,,,,,,,7450.0,,,
St. Paul,2009,St. Paul2009,386,65,332,393,413,399,401,317,312,344,348,220,,,,0.0,0.0,0.0,,,,,,,,,2150.0,,,,,,,,,,7749.0,,,
St. Paul,2010,St. Paul2010,400,53,335,366,421,447,387,335,306,337,366,227,,,,0.0,0.0,0.0,,,,,,,,,2200.0,,,,,,,,,,7749.0,,,
St. Paul,2011,St. Paul2011,399,64,317,368,405,464,403,346,300,331,369,216,76.70333333333333,,,0.0,0.0,0.0,,,,,,,,,2235.0,335.0,0.0,10.0,75.0,5.0,80.0,90.0,1580.0,,7835.0,,,
St. Paul,2012,St. Paul2012,408,68,320,367,420,461,418,363,308,301,365,222,76.64333333333333,,,0.0,0.0,0.0,,,,,,,,,2247.0,,,,,,,,,,7987.0,,,
St. Paul,2013,St. Paul2013,403,75,323,359,448,472,434,395,314,296,344,239,76.84666666666666,,,0.0,0.0,0.0,,,,,,,,,2262.0,,,,,,,,,,8209.0,,,
St. Paul,2014,St. Paul2014,422,63,319,362,459,498,451,428,319,297,336,236,76.42999999999999,,,0.0,0.0,0.0,,,,,,,,,2309.0,,,,,,,,,,8487.0,,,
St. Paul,2015,St. Paul2015,429,74,318,386,427,497,471,413,338,293,324,225,76.16333333333334,,,0.0,0.0,0.0,,,,,,,,,2317.0,,,,,,,,,,8397.0,,,
St. Paul,2016,St. Paul2016,439,78,323,374,406,485,472,402,347,295,316,190,76.3,,,0.0,0.0,0.0,,,,,,,,,2345.0,385.0,0.0,45.0,80.0,5.0,80.0,90.0,1575.0,,8246.0,,,
St. Paul,2017,St. Paul2017,442,92,325,361,424,449,455,405,375,305,279,187,76.39666666666666,,,0.0,0.0,0.0,,,,,,,,,2346.0,,,,,,,,,,8197.0,,,
St. Paul,2018,St. Paul2018,497,54,359,368,410,457,459,415,380,282,280,197,76.51333333333334,,,0.0,0.0,0.0,,,,,,,,,2348.0,,,,,,,,,,8218.0,,,
St. Paul,2019,St. Paul2019,520,83,340,361,395,474,442,446,392,276,280,201,76.45666666666666,,,0.0,0.0,0.0,,,,,,,,,2348.0,,,,,,,,,,7981.0,,,
St. Paul,2020,St. Paul2020,504,97,349,353,371,465,465,448,375,317,282,190,76.39,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,8116.0,,,
St. Paul,2021,St. Paul2021,428,81,385,350,384,378,428,453,377,325,270,171,75.77333333333333,,,0.0,0.0,0.0,,,,,,,,,2071.0,360.0,0.0,55.0,85.0,565.0,75.0,70.0,1635.0,,,,,
St. Paul,2022,St. Paul2022,382,78,377,360,337,365,383,433,385,351,252,147,75.49,,,,,,,,,,,,,,2071.0,,,,,,,,,,,,,
St. Paul,2023,St. Paul2023,361,102,379,435,376,407,370,413,394,345,253,149,,,,,,,,,,,,,,,1978.0,,,,,,,,,,,,,
Horseshoe Bay,2001,Horseshoe Bay2001,1,0,2,1,3,2,1,4,0,2,5,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,,,,
Horseshoe Bay,2002,Horseshoe Bay2002,2,1,9,3,3,2,4,9,4,5,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2003,Horseshoe Bay2003,3,1,15,11,4,2,2,13,10,8,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2004,Horseshoe Bay2004,3,3,19,15,8,4,3,15,15,8,11,0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2005,Horseshoe Bay2005,7,0,24,23,10,4,4,12,25,8,14,2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2006,Horseshoe Bay2006,9,3,24,33,12,5,5,11,29,11,15,8,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,,,,
Horseshoe Bay,2007,Horseshoe Bay2007,8,1,19,28,13,5,4,9,22,9,13,7,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2008,Horseshoe Bay2008,7,2,14,21,11,4,3,5,18,7,9,8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2009,Horseshoe Bay2009,4,1,8,15,9,4,4,5,12,4,7,8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2010,Horseshoe Bay2010,3,1,7,7,5,5,2,2,5,4,3,4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2011,Horseshoe Bay2011,2,0,0,0,1,5,4,0,4,1,1,2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2012,Horseshoe Bay2012,2,0,0,2,1,5,4,0,4,1,1,2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2013,Horseshoe Bay2013,2,0,0,0,3,6,4,0,4,1,2,2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2014,Horseshoe Bay2014,2,0,0,1,4,4,5,1,4,1,1,4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2015,Horseshoe Bay2015,2,0,0,0,3,5,3,2,3,2,3,4,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2016,Horseshoe Bay2016,3,0,1,0,6,3,4,3,0,2,3,4,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,,,,
Horseshoe Bay,2017,Horseshoe Bay2017,4,0,2,0,5,3,2,3,1,2,3,1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2018,Horseshoe Bay2018,3,0,3,0,1,5,1,3,1,2,2,2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2019,Horseshoe Bay2019,3,2,2,1,1,5,2,4,1,2,2,1,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2020,Horseshoe Bay2020,2,1,2,1,1,6,3,3,3,0,3,2,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2021,Horseshoe Bay2021,1,0,6,6,3,9,3,9,4,4,4,5,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,,,,,
Horseshoe Bay,2022,Horseshoe Bay2022,1,0,5,7,3,8,4,8,5,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horseshoe Bay,2023,Horseshoe Bay2023,1,0,4,9,0,8,5,5,8,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoky Lake County,2001,Smoky Lake County2001,342,84,397,323,241,235,268,349,308,301,264,140,,,,,,,,,,,,,0.0,0.0,1001.0,0.0,0.0,0.0,65.0,10.0,0.0,0.0,1390.0,,,,,
Smoky Lake County,2002,Smoky Lake County2002,310,74,375,311,223,217,248,317,300,300,265,131,,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,,
Smoky Lake County,2003,Smoky Lake County2003,282,63,347,294,211,200,227,291,286,302,265,133,,49.0,762895.8,,,,,,,,,,,,1600.0,,,,,,,,,,,,,
Smoky Lake County,2004,Smoky Lake County2004,246,64,320,281,186,175,206,270,271,283,270,147,,45.0,692462.5,0.0,0.0,0.0,,,,,,,,,1620.0,,,,,,,,,,,,,
Smoky Lake County,2005,Smoky Lake County2005,217,45,310,261,170,161,196,236,278,275,261,149,,99.0,670636.0,0.0,0.0,0.0,,,,,,,,,1650.0,,,,,,,,,,806.0,,,
Smoky Lake County,2006,Smoky Lake County2006,162,36,282,276,131,155,174,208,270,277,249,145,,59.0,669044.0,0.0,0.0,0.0,17504.0,48063.0,27693.0,0.0,0.0,128571.0,56476.0,1432.0,1665.0,10.0,0.0,0.0,175.0,0.0,0.0,30.0,1025.0,,805.0,,,
Smoky Lake County,2007,Smoky Lake County2007,173,38,296,294,150,152,182,218,260,302,259,149,,38.0,612652.0,0.0,0.0,0.0,,,,,,,,,1699.0,,,,,,,,,,872.0,,,
Smoky Lake County,2008,Smoky Lake County2008,184,33,303,309,165,154,186,229,256,317,279,162,,24.0,552170.7,0.0,0.0,0.0,,,,,,,,,1719.0,,,,,,,,,,900.0,,,
Smoky Lake County,2009,Smoky Lake County2009,201,33,303,311,187,154,193,225,271,330,281,166,,12.0,473099.3,0.0,0.0,0.0,,,,,,,,,1781.0,,,,,,,,,,931.0,,,
Smoky Lake County,2010,Smoky Lake County2010,209,45,279,335,195,173,189,232,263,336,302,163,,5.0,416931.2,0.0,0.0,0.0,,,,,,,,,1792.0,,,,,,,,,,931.0,,,
Smoky Lake County,2011,Smoky Lake County2011,241,45,265,321,225,177,194,224,261,325,313,182,77.40666666666665,12.0,354876.2,0.0,0.0,0.0,13240.0,60132.0,22299.0,385.0,28884.0,80240.0,41371.0,0.0,1817.0,0.0,0.0,0.0,125.0,5.0,0.0,0.0,1350.0,,913.0,,,
Smoky Lake County,2012,Smoky Lake County2012,254,46,257,328,246,185,194,218,267,312,335,193,77.46333333333332,6.0,285472.6,0.0,0.0,0.0,,,,,,,,,1861.0,,,,,,,,,,900.0,,,
Smoky Lake County,2013,Smoky Lake County2013,256,51,253,310,267,207,194,216,269,292,345,206,77.27333333333333,9.0,256563.5,0.0,0.0,0.0,,,,,,,,,1865.0,,,,,,,,,,899.0,,,
Smoky Lake County,2014,Smoky Lake County2014,263,55,242,301,270,240,188,219,249,287,359,202,77.46,65.0,237710.6,0.0,0.0,0.0,,,,,,,,,1944.0,,,,,,,,,,878.0,,,
Smoky Lake County,2015,Smoky Lake County2015,276,50,228,280,274,250,187,202,235,267,354,210,77.5,,212983.9,0.0,0.0,0.0,,,,,,,,,1944.0,,,,,,,,,,861.0,,,
Smoky Lake County,2016,Smoky Lake County2016,285,61,232,277,255,253,193,201,206,263,348,213,77.60666666666667,19.0,196022.1,0.0,0.0,0.0,10466.0,65327.0,21149.0,1447.0,37061.0,72979.0,39031.0,137.0,1945.0,0.0,0.0,0.0,130.0,5.0,0.0,5.0,1415.0,,865.0,,,
Smoky Lake County,2017,Smoky Lake County2017,249,60,243,267,244,261,219,180,212,251,332,213,78.19333333333334,16.0,185659.3,0.0,0.0,0.0,,,,,,,,,1974.0,,,,,,,,,,884.0,,,
Smoky Lake County,2018,Smoky Lake County2018,236,53,226,257,258,261,232,191,192,251,316,216,78.25,,128432.4,0.0,0.0,0.0,,,,,,,,,1974.0,,,,,,,,,,881.0,,,
Smoky Lake County,2019,Smoky Lake County2019,244,38,233,239,230,254,259,188,205,227,290,215,78.05,,95006.0,0.0,0.0,0.0,,,,,,,,,1974.0,,,,,,,,,,885.0,,,
Smoky Lake County,2020,Smoky Lake County2020,219,50,238,229,226,250,254,208,210,224,269,210,77.77,19.0,76459.4,0.0,0.0,0.0,,,,,,,,,1992.0,,,,,,,,,,916.0,,,
Smoky Lake County,2021,Smoky Lake County2021,239,55,286,209,171,204,230,201,203,211,265,187,77.49,70.0,79560.1,0.0,0.0,0.0,8667.0,61728.0,25676.0,0.0,37075.0,65024.0,41506.0,0.0,2021.0,0.0,0.0,0.0,135.0,10.0,0.0,0.0,1360.0,,,,,
Smoky Lake County,2022,Smoky Lake County2022,229,45,300,236,169,200,224,212,183,196,269,157,77.58333333333333,43.0,75560.4,,,,,,,,,,,,2086.0,,,,,,,,,,,,,
Smoky Lake County,2023,Smoky Lake County2023,207,56,311,229,192,177,221,218,203,164,265,169,,60.0,77894.2,,,,,,,,,,,,2086.0,,,,,,,,,,,,,
Vilna,2001,Vilna2001,10,2,20,13,8,7,13,13,10,12,10,12,,,,,,,,,,,,,,,,0.0,0.0,0.0,5.0,5.0,10.0,0.0,115.0,,,,,
Vilna,2002,Vilna2002,8,2,20,14,10,6,13,13,12,12,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vilna,2003,Vilna2003,11,1,21,14,10,5,13,13,12,11,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vilna,2004,Vilna2004,11,1,16,16,10,8,16,9,15,12,13,10,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Vilna,2005,Vilna2005,13,2,12,17,12,10,11,11,14,13,15,11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1016.0,,,
Vilna,2006,Vilna2006,17,2,8,17,10,13,11,11,11,15,15,14,,,,0.0,0.0,0.0,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,10.0,0.0,110.0,,1032.0,,,
Vilna,2007,Vilna2007,17,2,5,15,9,13,11,11,11,19,14,14,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1061.0,,,
Vilna,2008,Vilna2008,17,3,7,16,10,14,11,12,10,19,11,16,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1072.0,,,
Vilna,2009,Vilna2009,16,2,9,11,8,16,12,9,8,21,10,16,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1109.0,,,
Vilna,2010,Vilna2010,15,3,7,11,11,11,13,10,10,22,9,14,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1109.0,,,
Vilna,2011,Vilna2011,13,1,11,4,10,10,13,9,7,21,14,10,78.46333333333334,,,0.0,0.0,0.0,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,,1124.0,,,
Vilna,2012,Vilna2012,13,2,12,4,11,12,14,9,6,24,16,10,78.81,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1129.0,,,
Vilna,2013,Vilna2013,15,1,13,7,13,11,15,8,10,22,16,9,78.40666666666667,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1153.0,,,
Vilna,2014,Vilna2014,16,2,13,5,16,9,18,6,9,22,22,6,78.58,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1199.0,,,
Vilna,2015,Vilna2015,17,0,14,7,16,9,16,8,12,18,22,9,78.28333333333335,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1204.0,,,
Vilna,2016,Vilna2016,17,4,15,10,12,15,15,11,12,15,20,14,77.92666666666668,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,15.0,0.0,5.0,10.0,80.0,,1120.0,,,
Vilna,2017,Vilna2017,13,3,18,8,5,17,10,8,12,15,16,15,78.33,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1105.0,,,
Vilna,2018,Vilna2018,14,3,17,9,5,13,11,7,8,11,18,16,78.29,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1147.0,,,
Vilna,2019,Vilna2019,12,5,16,12,6,18,8,12,7,11,15,13,78.26666666666667,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1075.0,,,
Vilna,2020,Vilna2020,11,1,15,13,6,21,10,9,6,13,18,10,77.74333333333334,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1088.0,,,
Vilna,2021,Vilna2021,15,3,14,11,5,24,7,12,13,12,16,11,77.91000000000001,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,15.0,0.0,0.0,0.0,90.0,,,,,
Vilna,2022,Vilna2022,18,2,16,14,7,19,5,13,14,8,20,12,77.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vilna,2023,Vilna2023,14,5,17,16,12,19,6,8,19,8,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waskatenau,2001,Waskatenau2001,15,4,10,20,7,16,9,24,14,19,13,11,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,15.0,0.0,110.0,,,,,
Waskatenau,2002,Waskatenau2002,15,3,10,19,6,18,8,25,16,20,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waskatenau,2003,Waskatenau2003,15,4,13,16,6,17,11,22,19,19,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waskatenau,2004,Waskatenau2004,16,4,14,14,8,15,14,20,20,19,17,11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Waskatenau,2005,Waskatenau2005,14,3,13,14,8,12,19,17,22,17,18,12,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,875.0,,,
Waskatenau,2006,Waskatenau2006,18,1,19,12,6,8,24,17,22,21,25,11,,,,0.0,0.0,0.0,,,,,,,,,,10.0,0.0,0.0,0.0,20.0,0.0,0.0,95.0,,879.0,,,
Waskatenau,2007,Waskatenau2007,18,1,17,13,8,7,23,16,23,21,24,10,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,928.0,,,
Waskatenau,2008,Waskatenau2008,18,2,16,14,9,6,22,16,18,26,24,8,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,958.0,,,
Waskatenau,2009,Waskatenau2009,15,2,15,13,9,10,17,14,15,28,23,11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,989.0,,,
Waskatenau,2010,Waskatenau2010,18,0,13,13,9,12,17,15,12,31,19,11,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,989.0,,,
Waskatenau,2011,Waskatenau2011,17,6,7,16,10,15,10,14,12,32,16,14,78.46333333333334,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,5.0,0.0,5.0,0.0,0.0,110.0,,1003.0,,,
Waskatenau,2012,Waskatenau2012,15,5,7,16,11,15,8,14,10,30,17,14,78.81,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1007.0,,,
Waskatenau,2013,Waskatenau2013,13,5,6,14,13,15,10,15,10,23,23,13,78.40666666666667,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1022.0,,,
Waskatenau,2014,Waskatenau2014,11,4,6,13,11,13,12,12,10,19,25,9,78.58,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1019.0,,,
Waskatenau,2015,Waskatenau2015,10,5,8,9,12,18,12,9,8,15,25,7,78.28333333333335,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1041.0,,,
Waskatenau,2016,Waskatenau2016,7,0,7,3,12,18,13,8,7,19,22,13,77.92666666666668,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,10.0,5.0,5.0,0.0,85.0,,1048.0,,,
Waskatenau,2017,Waskatenau2017,6,0,5,3,8,21,13,8,7,17,10,19,78.33,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,999.0,,,
Waskatenau,2018,Waskatenau2018,8,0,4,5,6,20,15,9,7,14,9,13,78.29,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1013.0,,,
Waskatenau,2019,Waskatenau2019,3,2,4,9,5,17,15,12,6,9,12,16,78.26666666666667,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,988.0,,,
Waskatenau,2020,Waskatenau2020,5,0,5,9,8,18,14,12,7,7,15,11,77.74333333333334,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,978.0,,,
Waskatenau,2021,Waskatenau2021,10,1,10,9,10,30,23,13,8,11,13,15,77.91000000000001,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,,,,,
Waskatenau,2022,Waskatenau2022,17,2,12,16,9,23,20,19,11,8,16,11,77.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waskatenau,2023,Waskatenau2023,14,3,12,22,20,27,18,16,11,11,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ma-Me-O Beach,2001,Ma-Me-O Beach2001,0,1,2,2,3,0,6,2,3,6,7,6,,,,,,,,,,,,,,,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,,,,
Ma-Me-O Beach,2002,Ma-Me-O Beach2002,0,1,3,4,3,1,6,2,4,8,8,5,,,,,,,,,,,,,,,267.0,,,,,,,,,,,,,
Ma-Me-O Beach,2003,Ma-Me-O Beach2003,0,1,4,7,3,1,5,3,6,7,12,8,,,,,,,,,,,,,,,270.0,,,,,,,,,,,,,
Ma-Me-O Beach,2004,Ma-Me-O Beach2004,0,1,4,8,4,3,5,3,6,9,11,8,,,,0.0,0.0,0.0,,,,,,,,,272.0,,,,,,,,,,,,,
Ma-Me-O Beach,2005,Ma-Me-O Beach2005,1,1,2,8,6,3,4,5,6,9,14,9,,,,0.0,0.0,0.0,,,,,,,,,272.0,,,,,,,,,,253.0,,,
Ma-Me-O Beach,2006,Ma-Me-O Beach2006,2,1,3,6,8,1,4,5,6,10,15,10,,,,0.0,0.0,0.0,,,,,,,,,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,,258.0,,,
Ma-Me-O Beach,2007,Ma-Me-O Beach2007,2,1,3,5,9,1,4,5,6,8,13,10,,,,0.0,0.0,0.0,,,,,,,,,273.0,,,,,,,,,,294.0,,,
Ma-Me-O Beach,2008,Ma-Me-O Beach2008,2,1,2,5,8,1,4,5,4,10,11,8,,,,0.0,0.0,0.0,,,,,,,,,273.0,,,,,,,,,,276.0,,,
Ma-Me-O Beach,2009,Ma-Me-O Beach2009,1,1,1,5,8,1,4,4,4,6,12,7,,,,0.0,0.0,0.0,,,,,,,,,56.0,,,,,,,,,,281.0,,,
