CSDUID,CSD,Period,IndicatorSummaryDescription,Crop Type,UnitOfMeasure,OriginalValue
4811052,Strathcona County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4811052,Strathcona County,2011,Cropland (Acres),Non-durum Wheat,Acres,42317.00000
4811052,Strathcona County,2016,Cropland (Acres),Non-durum Wheat,Acres,51016.00000
4811052,Strathcona County,2021,Cropland (Acres),Non-durum Wheat,Acres,49480.00000
4811059,Sturgeon County,2006,Cropland (Acres),Non-durum Wheat,Acres,84971.00000
4811059,Sturgeon County,2011,Cropland (Acres),Non-durum Wheat,Acres,94644.00000
4811059,Sturgeon County,2016,Cropland (Acres),Non-durum Wheat,Acres,108753.00000
4811059,Sturgeon County,2021,Cropland (Acres),Non-durum Wheat,Acres,117858.00000
4817095,Mackenzie County,2006,Cropland (Acres),Non-durum Wheat,Acres,64801.00000
4817095,Mackenzie County,2011,Cropland (Acres),Non-durum Wheat,Acres,57031.00000
4817095,Mackenzie County,2016,Cropland (Acres),Non-durum Wheat,Acres,68082.00000
4817095,Mackenzie County,2021,Cropland (Acres),Non-durum Wheat,Acres,53870.00000
4817062,Clear Hills,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4817062,Clear Hills,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4817062,Clear Hills,2016,Cropland (Acres),Non-durum Wheat,Acres,43846.00000
4817062,Clear Hills,2021,Cropland (Acres),Non-durum Wheat,Acres,40330.00000
4818015,Greenview No. 16,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4818015,Greenview No. 16,2011,Cropland (Acres),Non-durum Wheat,Acres,58357.00000
4818015,Greenview No. 16,2016,Cropland (Acres),Non-durum Wheat,Acres,56923.00000
4818015,Greenview No. 16,2021,Cropland (Acres),Non-durum Wheat,Acres,49524.00000
4819006,Grande Prairie County No. 1,2006,Cropland (Acres),Non-durum Wheat,Acres,85935.00000
4819006,Grande Prairie County No. 1,2011,Cropland (Acres),Non-durum Wheat,Acres,105723.00000
4819006,Grande Prairie County No. 1,2016,Cropland (Acres),Non-durum Wheat,Acres,106950.00000
4819006,Grande Prairie County No. 1,2021,Cropland (Acres),Non-durum Wheat,Acres,90003.00000
4812004,Bonnyville No. 87,2006,Cropland (Acres),Non-durum Wheat,Acres,8921.00000
4812004,Bonnyville No. 87,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4812004,Bonnyville No. 87,2016,Cropland (Acres),Non-durum Wheat,Acres
4812004,Bonnyville No. 87,2021,Cropland (Acres),Non-durum Wheat,Acres,28109.00000
4812014,St. Paul County No. 19,2006,Cropland (Acres),Non-durum Wheat,Acres,27023.00000
4812014,St. Paul County No. 19,2011,Cropland (Acres),Non-durum Wheat,Acres,39236.00000
4812014,St. Paul County No. 19,2016,Cropland (Acres),Non-durum Wheat,Acres,38934.00000
4812014,St. Paul County No. 19,2021,Cropland (Acres),Non-durum Wheat,Acres,57442.00000
4812022,Smoky Lake County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4812022,Smoky Lake County,2011,Cropland (Acres),Non-durum Wheat,Acres,28884.00000
4812022,Smoky Lake County,2016,Cropland (Acres),Non-durum Wheat,Acres,37061.00000
4812022,Smoky Lake County,2021,Cropland (Acres),Non-durum Wheat,Acres,37075.00000
4819071,Peace No. 135,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4819071,Peace No. 135,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4819071,Peace No. 135,2016,Cropland (Acres),Non-durum Wheat,Acres
4819071,Peace No. 135,2021,Cropland (Acres),Non-durum Wheat,Acres,16997.00000
4815007,Crowsnest Pass,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815015,Bighorn No. 8,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815015,Bighorn No. 8,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815015,Bighorn No. 8,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815015,Bighorn No. 8,2021,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2021,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815045,Ranchland No. 66,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815045,Ranchland No. 66,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815045,Ranchland No. 66,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4815045,Ranchland No. 66,2021,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4816037,Wood Buffalo,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4816037,Wood Buffalo,2021,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4816051,Improvement District No. 24 Wood Buffalo,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4816051,Improvement District No. 24 Wood Buffalo,2021,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4811012,Leduc County,2006,Cropland (Acres),Non-durum Wheat,Acres,62471.00000
4811012,Leduc County,2011,Cropland (Acres),Non-durum Wheat,Acres,72678.00000
4811012,Leduc County,2016,Cropland (Acres),Non-durum Wheat,Acres,80756.00000
4811012,Leduc County,2021,Cropland (Acres),Non-durum Wheat,Acres,77032.00000
4811001,Wetaskiwin County No. 10,2006,Cropland (Acres),Non-durum Wheat,Acres,53678.00000
4811001,Wetaskiwin County No. 10,2011,Cropland (Acres),Non-durum Wheat,Acres,54913.00000
4811001,Wetaskiwin County No. 10,2016,Cropland (Acres),Non-durum Wheat,Acres,72736.00000
4811001,Wetaskiwin County No. 10,2021,Cropland (Acres),Non-durum Wheat,Acres,70703.00000
4817076,Northern Lights County,2006,Cropland (Acres),Non-durum Wheat,Acres,57748.00000
4817076,Northern Lights County,2011,Cropland (Acres),Non-durum Wheat,Acres,89511.00000
4817076,Northern Lights County,2016,Cropland (Acres),Non-durum Wheat,Acres,90874.00000
4817076,Northern Lights County,2021,Cropland (Acres),Non-durum Wheat,Acres,76689.00000
4813036,Thorhild County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4813036,Thorhild County,2011,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4813036,Thorhild County,2016,Cropland (Acres),Non-durum Wheat,Acres,42238.00000
4813036,Thorhild County,2021,Cropland (Acres),Non-durum Wheat,Acres,35117.00000
4813044,Athabasca County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4813044,Athabasca County,2011,Cropland (Acres),Non-durum Wheat,Acres,40451.00000
4813044,Athabasca County,2016,Cropland (Acres),Non-durum Wheat,Acres,51690.00000
4813044,Athabasca County,2021,Cropland (Acres),Non-durum Wheat,Acres,46272.00000
4817033,Lesser Slave River No.124,2006,Cropland (Acres),Non-durum Wheat,Acres,1901.00000
4817033,Lesser Slave River No.124,2011,Cropland (Acres),Non-durum Wheat,Acres,3231.00000
4817033,Lesser Slave River No.124,2016,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4817033,Lesser Slave River No.124,2021,Cropland (Acres),Non-durum Wheat,Acres,21737.00000
4810058,Lamont County,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4810058,Lamont County,2011,Cropland (Acres),Non-durum Wheat,Acres,97422.00000
4810058,Lamont County,2016,Cropland (Acres),Non-durum Wheat,Acres,115166.00000
4810058,Lamont County,2021,Cropland (Acres),Non-durum Wheat,Acres,93763.00000
4810048,Two Hills County No. 21,2006,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4810048,Two Hills County No. 21,2011,Cropland (Acres),Non-durum Wheat,Acres,107317.00000
4810048,Two Hills County No. 21,2016,Cropland (Acres),Non-durum Wheat,Acres,86051.00000
4810048,Two Hills County No. 21,2021,Cropland (Acres),Non-durum Wheat,Acres,84213.00000
4814003,Yellowhead County,2006,Cropland (Acres),Non-durum Wheat,Acres,6430.00000
4814003,Yellowhead County,2011,Cropland (Acres),Non-durum Wheat,Acres,8769.00000
4814003,Yellowhead County,2016,Cropland (Acres),Non-durum Wheat,Acres
4814003,Yellowhead County,2021,Cropland (Acres),Non-durum Wheat,Acres,0.00000
4805031,Starland County,2006,Cropland (Acres),Oats,Acres,8563.00000
4805031,Starland County,2011,Cropland (Acres),Oats,Acres,3906.00000
4805031,Starland County,2016,Cropland (Acres),Oats,Acres,3604.00000
4805031,Starland County,2021,Cropland (Acres),Oats,Acres,3832.00000
4805041,Kneehill County,2006,Cropland (Acres),Oats,Acres,9627.00000
4805041,Kneehill County,2011,Cropland (Acres),Oats,Acres,7049.00000
4805041,Kneehill County,2016,Cropland (Acres),Oats,Acres,4209.00000
4805041,Kneehill County,2021,Cropland (Acres),Oats,Acres,5066.00000
4802001,Warner County No. 5,2006,Cropland (Acres),Oats,Acres,8531.00000
4802001,Warner County No. 5,2011,Cropland (Acres),Oats,Acres,5680.00000
4802001,Warner County No. 5,2016,Cropland (Acres),Oats,Acres,6343.00000
4802001,Warner County No. 5,2021,Cropland (Acres),Oats,Acres,2841.00000
4807049,Wainwright No. 61,2006,Cropland (Acres),Oats,Acres,41199.00000
4807049,Wainwright No. 61,2011,Cropland (Acres),Oats,Acres,18288.00000
4807049,Wainwright No. 61,2016,Cropland (Acres),Oats,Acres,20469.00000
4807049,Wainwright No. 61,2021,Cropland (Acres),Oats,Acres,18320.00000
4808001,Red Deer County,2006,Cropland (Acres),Oats,Acres,16026.00000
4808001,Red Deer County,2011,Cropland (Acres),Oats,Acres,11484.00000
4808001,Red Deer County,2016,Cropland (Acres),Oats,Acres,9286.00000
4808001,Red Deer County,2021,Cropland (Acres),Oats,Acres,13628.00000
4805012,Wheatland County,2006,Cropland (Acres),Oats,Acres,9694.00000
4805012,Wheatland County,2011,Cropland (Acres),Oats,Acres,5568.00000
4805012,Wheatland County,2016,Cropland (Acres),Oats,Acres,4562.00000
4805012,Wheatland County,2021,Cropland (Acres),Oats,Acres,8107.00000
4807019,Stettler County No. 6,2006,Cropland (Acres),Oats,Acres,22961.00000
4807019,Stettler County No. 6,2011,Cropland (Acres),Oats,Acres,16713.00000
4807019,Stettler County No. 6,2016,Cropland (Acres),Oats,Acres,16552.00000
4807019,Stettler County No. 6,2021,Cropland (Acres),Oats,Acres,15849.00000
4808022,Lacombe County,2006,Cropland (Acres),Oats,Acres,13316.00000
4808022,Lacombe County,2011,Cropland (Acres),Oats,Acres,8625.00000
4808022,Lacombe County,2016,Cropland (Acres),Oats,Acres,9333.00000
4808022,Lacombe County,2021,Cropland (Acres),Oats,Acres,10832.00000
4807031,Flagstaff County,2006,Cropland (Acres),Oats,Acres,27779.00000
4807031,Flagstaff County,2011,Cropland (Acres),Oats,Acres,11590.00000
4807031,Flagstaff County,2016,Cropland (Acres),Oats,Acres,14317.00000
4807031,Flagstaff County,2021,Cropland (Acres),Oats,Acres,15236.00000
4807011,Paintearth County No. 18,2006,Cropland (Acres),Oats,Acres,44561.00000
4807011,Paintearth County No. 18,2011,Cropland (Acres),Oats,Acres,28986.00000
4807011,Paintearth County No. 18,2016,Cropland (Acres),Oats,Acres,22563.00000
4807011,Paintearth County No. 18,2021,Cropland (Acres),Oats,Acres,24113.00000
4810001,Camrose County,2006,Cropland (Acres),Oats,Acres,16663.00000
4810001,Camrose County,2011,Cropland (Acres),Oats,Acres,8684.00000
4810001,Camrose County,2016,Cropland (Acres),Oats,Acres,9809.00000
4810001,Camrose County,2021,Cropland (Acres),Oats,Acres,19128.00000
4811061,Edmonton,2006,Cropland (Acres),Oats,Acres,1167.00000
4811061,Edmonton,2011,Cropland (Acres),Oats,Acres
4811061,Edmonton,2016,Cropland (Acres),Oats,Acres,952.00000
4811061,Edmonton,2021,Cropland (Acres),Oats,Acres,0.00000
4803001,Cardston County,2006,Cropland (Acres),Oats,Acres,6528.00000
4803001,Cardston County,2011,Cropland (Acres),Oats,Acres,2666.00000
4803001,Cardston County,2016,Cropland (Acres),Oats,Acres,7719.00000
4803001,Cardston County,2021,Cropland (Acres),Oats,Acres,2756.00000
4802031,Newell County,2006,Cropland (Acres),Oats,Acres,11067.00000
4802031,Newell County,2011,Cropland (Acres),Oats,Acres,3811.00000
4802031,Newell County,2016,Cropland (Acres),Oats,Acres,4342.00000
4802031,Newell County,2021,Cropland (Acres),Oats,Acres,5149.00000
4808038,Ponoka County,2006,Cropland (Acres),Oats,Acres,19535.00000
4808038,Ponoka County,2011,Cropland (Acres),Oats,Acres,14315.00000
4808038,Ponoka County,2016,Cropland (Acres),Oats,Acres,17225.00000
4808038,Ponoka County,2021,Cropland (Acres),Oats,Acres,17423.00000
4812037,Lac la Biche County,2006,Cropland (Acres),Oats,Acres,20602.00000
4812037,Lac la Biche County,2011,Cropland (Acres),Oats,Acres,10227.00000
4812037,Lac la Biche County,2016,Cropland (Acres),Oats,Acres,12068.00000
4812037,Lac la Biche County,2021,Cropland (Acres),Oats,Acres,10019.00000
4809002,Clearwater County,2006,Cropland (Acres),Oats,Acres,16685.00000
4809002,Clearwater County,2011,Cropland (Acres),Oats,Acres,17074.00000
4809002,Clearwater County,2016,Cropland (Acres),Oats,Acres,12149.00000
4809002,Clearwater County,2021,Cropland (Acres),Oats,Acres,11072.00000
4810026,Minburn County No. 27,2006,Cropland (Acres),Oats,Acres,31531.00000
4810026,Minburn County No. 27,2011,Cropland (Acres),Oats,Acres,14495.00000
4810026,Minburn County No. 27,2016,Cropland (Acres),Oats,Acres,17935.00000
4810026,Minburn County No. 27,2021,Cropland (Acres),Oats,Acres,19458.00000
4813028,Westlock County,2006,Cropland (Acres),Oats,Acres,24421.00000
4813028,Westlock County,2011,Cropland (Acres),Oats,Acres,17701.00000
4813028,Westlock County,2016,Cropland (Acres),Oats,Acres,19504.00000
4813028,Westlock County,2021,Cropland (Acres),Oats,Acres,19870.00000
4813029,Woodlands County,2006,Cropland (Acres),Oats,Acres,5508.00000
4813029,Woodlands County,2011,Cropland (Acres),Oats,Acres,5105.00000
4813029,Woodlands County,2016,Cropland (Acres),Oats,Acres,4098.00000
4813029,Woodlands County,2021,Cropland (Acres),Oats,Acres,3170.00000
4813018,Barrhead County No. 11,2006,Cropland (Acres),Oats,Acres,19268.00000
4813018,Barrhead County No. 11,2011,Cropland (Acres),Oats,Acres,13018.00000
4813018,Barrhead County No. 11,2016,Cropland (Acres),Oats,Acres,9893.00000
4813018,Barrhead County No. 11,2021,Cropland (Acres),Oats,Acres,11523.00000
4810016,Beaver County,2006,Cropland (Acres),Oats,Acres,22326.00000
4810016,Beaver County,2011,Cropland (Acres),Oats,Acres,14389.00000
4810016,Beaver County,2016,Cropland (Acres),Oats,Acres,11709.00000
4810016,Beaver County,2021,Cropland (Acres),Oats,Acres,17160.00000
4801008,Forty Mile County No. 8,2006,Cropland (Acres),Oats,Acres,14356.00000
4801008,Forty Mile County No. 8,2011,Cropland (Acres),Oats,Acres,5333.00000
4801008,Forty Mile County No. 8,2016,Cropland (Acres),Oats,Acres,3506.00000
4801008,Forty Mile County No. 8,2021,Cropland (Acres),Oats,Acres,7279.00000
4801003,Cypress County,2006,Cropland (Acres),Oats,Acres,12637.00000
4801003,Cypress County,2011,Cropland (Acres),Oats,Acres,10162.00000
4801003,Cypress County,2016,Cropland (Acres),Oats,Acres,5955.00000
4801003,Cypress County,2021,Cropland (Acres),Oats,Acres,5168.00000
4803018,Willow Creek No. 26,2006,Cropland (Acres),Oats,Acres,16044.00000
4803018,Willow Creek No. 26,2011,Cropland (Acres),Oats,Acres,9521.00000
4803018,Willow Creek No. 26,2016,Cropland (Acres),Oats,Acres,8846.00000
4803018,Willow Creek No. 26,2021,Cropland (Acres),Oats,Acres,7991.00000
4802011,Lethbridge County,2006,Cropland (Acres),Oats,Acres,4535.00000
4802011,Lethbridge County,2011,Cropland (Acres),Oats,Acres,6027.00000
4802011,Lethbridge County,2016,Cropland (Acres),Oats,Acres,3594.00000
4802011,Lethbridge County,2021,Cropland (Acres),Oats,Acres,9261.00000
4802021,"Taber, M.D.",2006,Cropland (Acres),Oats,Acres,5078.00000
4802021,"Taber, M.D.",2011,Cropland (Acres),Oats,Acres,3740.00000
4802021,"Taber, M.D.",2016,Cropland (Acres),Oats,Acres,2643.00000
4802021,"Taber, M.D.",2021,Cropland (Acres),Oats,Acres,2832.00000
4803011,Pincher Creek No. 9,2006,Cropland (Acres),Oats,Acres,8860.00000
4803011,Pincher Creek No. 9,2011,Cropland (Acres),Oats,Acres,6137.00000
4803011,Pincher Creek No. 9,2016,Cropland (Acres),Oats,Acres,4405.00000
4803011,Pincher Creek No. 9,2021,Cropland (Acres),Oats,Acres,3543.00000
4804004,Special Area No. 2,2006,Cropland (Acres),Oats,Acres,34604.00000
4804004,Special Area No. 2,2011,Cropland (Acres),Oats,Acres,21663.00000
4804004,Special Area No. 2,2016,Cropland (Acres),Oats,Acres,23333.00000
4804004,Special Area No. 2,2021,Cropland (Acres),Oats,Acres,19345.00000
4804012,Special Area No. 3,2006,Cropland (Acres),Oats,Acres,24919.00000
4804012,Special Area No. 3,2011,Cropland (Acres),Oats,Acres,18285.00000
4804012,Special Area No. 3,2016,Cropland (Acres),Oats,Acres,14673.00000
4804012,Special Area No. 3,2021,Cropland (Acres),Oats,Acres,18067.00000
4804020,Special Area No. 4,2006,Cropland (Acres),Oats,Acres,32114.00000
4804020,Special Area No. 4,2011,Cropland (Acres),Oats,Acres,20736.00000
4804020,Special Area No. 4,2016,Cropland (Acres),Oats,Acres,20615.00000
4804020,Special Area No. 4,2021,Cropland (Acres),Oats,Acres,21457.00000
4805001,Vulcan County,2006,Cropland (Acres),Oats,Acres,4585.00000
4805001,Vulcan County,2011,Cropland (Acres),Oats,Acres,4363.00000
4805001,Vulcan County,2016,Cropland (Acres),Oats,Acres,5701.00000
4805001,Vulcan County,2021,Cropland (Acres),Oats,Acres,6729.00000
4806001,Foothills County,2006,Cropland (Acres),Oats,Acres,9803.00000
4806001,Foothills County,2011,Cropland (Acres),Oats,Acres,9506.00000
4806001,Foothills County,2016,Cropland (Acres),Oats,Acres,8163.00000
4806001,Foothills County,2021,Cropland (Acres),Oats,Acres,6135.00000
4806014,Rocky View County,2006,Cropland (Acres),Oats,Acres,17661.00000
4806014,Rocky View County,2011,Cropland (Acres),Oats,Acres,10663.00000
4806014,Rocky View County,2016,Cropland (Acres),Oats,Acres,12013.00000
4806014,Rocky View County,2021,Cropland (Acres),Oats,Acres,10735.00000
4806016,Calgary,2006,Cropland (Acres),Oats,Acres,1442.00000
4806016,Calgary,2011,Cropland (Acres),Oats,Acres,165.00000
4806016,Calgary,2016,Cropland (Acres),Oats,Acres,3907.00000
4806016,Calgary,2021,Cropland (Acres),Oats,Acres,0.00000
4806028,Mountain View County,2006,Cropland (Acres),Oats,Acres,23216.00000
4806028,Mountain View County,2011,Cropland (Acres),Oats,Acres,15691.00000
4806028,Mountain View County,2016,Cropland (Acres),Oats,Acres,11850.00000
4806028,Mountain View County,2021,Cropland (Acres),Oats,Acres,9365.00000
4807001,Provost No. 52,2006,Cropland (Acres),Oats,Acres,35694.00000
4807001,Provost No. 52,2011,Cropland (Acres),Oats,Acres,23306.00000
4807001,Provost No. 52,2016,Cropland (Acres),Oats,Acres,20644.00000
4807001,Provost No. 52,2021,Cropland (Acres),Oats,Acres,15697.00000
4819041,Smoky River No. 130,2006,Cropland (Acres),Oats,Acres,20426.00000
4819041,Smoky River No. 130,2011,Cropland (Acres),Oats,Acres,9387.00000
4819041,Smoky River No. 130,2016,Cropland (Acres),Oats,Acres,3734.00000
4819041,Smoky River No. 130,2021,Cropland (Acres),Oats,Acres,16686.00000
4810036,Vermilion River County,2006,Cropland (Acres),Oats,Acres,46632.00000
4810036,Vermilion River County,2011,Cropland (Acres),Oats,Acres,23031.00000
4810036,Vermilion River County,2016,Cropland (Acres),Oats,Acres,24513.00000
4810036,Vermilion River County,2021,Cropland (Acres),Oats,Acres,31764.00000
4817026,Northern Sunrise County,2006,Cropland (Acres),Oats,Acres,5059.00000
4817026,Northern Sunrise County,2011,Cropland (Acres),Oats,Acres,2250.00000
4817026,Northern Sunrise County,2016,Cropland (Acres),Oats,Acres,2521.00000
4817026,Northern Sunrise County,2021,Cropland (Acres),Oats,Acres,5277.00000
4817027,Big Lakes County,2006,Cropland (Acres),Oats,Acres,16640.00000
4817027,Big Lakes County,2011,Cropland (Acres),Oats,Acres,11060.00000
4817027,Big Lakes County,2016,Cropland (Acres),Oats,Acres,6603.00000
4817027,Big Lakes County,2021,Cropland (Acres),Oats,Acres,8311.00000
4813001,Lac Ste. Anne County,2006,Cropland (Acres),Oats,Acres,31320.00000
4813001,Lac Ste. Anne County,2011,Cropland (Acres),Oats,Acres,23230.00000
4813001,Lac Ste. Anne County,2016,Cropland (Acres),Oats,Acres,20241.00000
4813001,Lac Ste. Anne County,2021,Cropland (Acres),Oats,Acres,18651.00000
4819049,Birch Hills County,2006,Cropland (Acres),Oats,Acres,10544.00000
4819049,Birch Hills County,2011,Cropland (Acres),Oats,Acres,10731.00000
4819049,Birch Hills County,2016,Cropland (Acres),Oats,Acres,3557.00000
4819049,Birch Hills County,2021,Cropland (Acres),Oats,Acres,7692.00000
4819054,Spirit River No. 133,2006,Cropland (Acres),Oats,Acres,5466.00000
4819054,Spirit River No. 133,2011,Cropland (Acres),Oats,Acres,3984.00000
4819054,Spirit River No. 133,2016,Cropland (Acres),Oats,Acres,5046.00000
4819054,Spirit River No. 133,2021,Cropland (Acres),Oats,Acres,7144.00000
4819059,Saddle Hills County,2006,Cropland (Acres),Oats,Acres,32590.00000
4819059,Saddle Hills County,2011,Cropland (Acres),Oats,Acres,32767.00000
4819059,Saddle Hills County,2016,Cropland (Acres),Oats,Acres,23632.00000
4819059,Saddle Hills County,2021,Cropland (Acres),Oats,Acres,19474.00000
4819066,Fairview No. 136,2006,Cropland (Acres),Oats,Acres,11938.00000
4819066,Fairview No. 136,2011,Cropland (Acres),Oats,Acres,8709.00000
4819066,Fairview No. 136,2016,Cropland (Acres),Oats,Acres,6341.00000
4819066,Fairview No. 136,2021,Cropland (Acres),Oats,Acres,4901.00000
4811032,Brazeau County,2006,Cropland (Acres),Oats,Acres,12728.00000
4811032,Brazeau County,2011,Cropland (Acres),Oats,Acres,16484.00000
4811032,Brazeau County,2016,Cropland (Acres),Oats,Acres,13492.00000
4811032,Brazeau County,2021,Cropland (Acres),Oats,Acres,8695.00000
4811034,Parkland County,2006,Cropland (Acres),Oats,Acres,17565.00000
4811034,Parkland County,2011,Cropland (Acres),Oats,Acres,12106.00000
4811034,Parkland County,2016,Cropland (Acres),Oats,Acres,13114.00000
4811034,Parkland County,2021,Cropland (Acres),Oats,Acres,13162.00000
4811052,Strathcona County,2006,Cropland (Acres),Oats,Acres,5948.00000
4811052,Strathcona County,2011,Cropland (Acres),Oats,Acres
4811052,Strathcona County,2016,Cropland (Acres),Oats,Acres,2065.00000
4811052,Strathcona County,2021,Cropland (Acres),Oats,Acres,8195.00000
4811059,Sturgeon County,2006,Cropland (Acres),Oats,Acres,19563.00000
4811059,Sturgeon County,2011,Cropland (Acres),Oats,Acres,12318.00000
4811059,Sturgeon County,2016,Cropland (Acres),Oats,Acres,14353.00000
4811059,Sturgeon County,2021,Cropland (Acres),Oats,Acres,19580.00000
4817095,Mackenzie County,2006,Cropland (Acres),Oats,Acres,21354.00000
4817095,Mackenzie County,2011,Cropland (Acres),Oats,Acres,38396.00000
4817095,Mackenzie County,2016,Cropland (Acres),Oats,Acres,52983.00000
4817095,Mackenzie County,2021,Cropland (Acres),Oats,Acres,61874.00000
4817062,Clear Hills,2006,Cropland (Acres),Oats,Acres,27468.00000
4817062,Clear Hills,2011,Cropland (Acres),Oats,Acres,34905.00000
4817062,Clear Hills,2016,Cropland (Acres),Oats,Acres,21311.00000
4817062,Clear Hills,2021,Cropland (Acres),Oats,Acres,27195.00000
4818015,Greenview No. 16,2006,Cropland (Acres),Oats,Acres,31910.00000
4818015,Greenview No. 16,2011,Cropland (Acres),Oats,Acres,26683.00000
4818015,Greenview No. 16,2016,Cropland (Acres),Oats,Acres,20410.00000
4818015,Greenview No. 16,2021,Cropland (Acres),Oats,Acres,17124.00000
4819006,Grande Prairie County No. 1,2006,Cropland (Acres),Oats,Acres,36765.00000
4819006,Grande Prairie County No. 1,2011,Cropland (Acres),Oats,Acres,25751.00000
4819006,Grande Prairie County No. 1,2016,Cropland (Acres),Oats,Acres,23207.00000
4819006,Grande Prairie County No. 1,2021,Cropland (Acres),Oats,Acres,24642.00000
4812004,Bonnyville No. 87,2006,Cropland (Acres),Oats,Acres,25376.00000
4812004,Bonnyville No. 87,2011,Cropland (Acres),Oats,Acres,17842.00000
4812004,Bonnyville No. 87,2016,Cropland (Acres),Oats,Acres,17149.00000
4812004,Bonnyville No. 87,2021,Cropland (Acres),Oats,Acres,13375.00000
4812014,St. Paul County No. 19,2006,Cropland (Acres),Oats,Acres,33052.00000
4812014,St. Paul County No. 19,2011,Cropland (Acres),Oats,Acres,21780.00000
4812014,St. Paul County No. 19,2016,Cropland (Acres),Oats,Acres,24887.00000
4812014,St. Paul County No. 19,2021,Cropland (Acres),Oats,Acres,21823.00000
4812022,Smoky Lake County,2006,Cropland (Acres),Oats,Acres,17504.00000
4812022,Smoky Lake County,2011,Cropland (Acres),Oats,Acres,13240.00000
4812022,Smoky Lake County,2016,Cropland (Acres),Oats,Acres,10466.00000
4812022,Smoky Lake County,2021,Cropland (Acres),Oats,Acres,8667.00000
4819071,Peace No. 135,2006,Cropland (Acres),Oats,Acres,6742.00000
4819071,Peace No. 135,2011,Cropland (Acres),Oats,Acres,4398.00000
4819071,Peace No. 135,2016,Cropland (Acres),Oats,Acres,4324.00000
4819071,Peace No. 135,2021,Cropland (Acres),Oats,Acres,7504.00000
4815007,Crowsnest Pass,2006,Cropland (Acres),Oats,Acres,0.00000
4815015,Bighorn No. 8,2006,Cropland (Acres),Oats,Acres,189.00000
4815015,Bighorn No. 8,2011,Cropland (Acres),Oats,Acres,270.00000
4815015,Bighorn No. 8,2016,Cropland (Acres),Oats,Acres
4815015,Bighorn No. 8,2021,Cropland (Acres),Oats,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2011,Cropland (Acres),Oats,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2016,Cropland (Acres),Oats,Acres,0.00000
4815037,Improvement District No. 12 Jasper Park,2021,Cropland (Acres),Oats,Acres,0.00000
4815045,Ranchland No. 66,2006,Cropland (Acres),Oats,Acres,438.00000
4815045,Ranchland No. 66,2011,Cropland (Acres),Oats,Acres,317.00000
4815045,Ranchland No. 66,2016,Cropland (Acres),Oats,Acres
4815045,Ranchland No. 66,2021,Cropland (Acres),Oats,Acres,388.00000
4816037,Wood Buffalo,2016,Cropland (Acres),Oats,Acres
4816037,Wood Buffalo,2021,Cropland (Acres),Oats,Acres,0.00000
4816051,Improvement District No. 24 Wood Buffalo,2016,Cropland (Acres),Oats,Acres,0.00000
4816051,Improvement District No. 24 Wood Buffalo,2021,Cropland (Acres),Oats,Acres,0.00000
4811012,Leduc County,2006,Cropland (Acres),Oats,Acres,22224.00000
4811012,Leduc County,2011,Cropland (Acres),Oats,Acres,17982.00000
4811012,Leduc County,2016,Cropland (Acres),Oats,Acres,16619.00000
4811012,Leduc County,2021,Cropland (Acres),Oats,Acres,17582.00000
4811001,Wetaskiwin County No. 10,2006,Cropland (Acres),Oats,Acres,21305.00000
4811001,Wetaskiwin County No. 10,2011,Cropland (Acres),Oats,Acres,13744.00000
4811001,Wetaskiwin County No. 10,2016,Cropland (Acres),Oats,Acres,11313.00000
